Question,Answer,Comment,Instruction,Render as
"in a sense; in some way; to an extent
彼は||あ○○○○○||天才だ。
彼女が書いたことは||あ○○○○○||本当です。
彼女の言うことは||あ○○○○○||正しい。","あるいみでは,ある意味では",in a sense; in some way; to an extent,"expressions (phrases, clauses, etc.)",Text
"to that extent; to that degree; that muc
前は||あ○○○||行列できてたのに今は誰もいない。
彼は||あ○○○||経験したのに少しも利口にならない。",あれだけ,to that extent; to that degree; that much; that many,"expressions (phrases, clauses, etc.)",Text
"just as one thought; as usual; sure enou
家を出ると||案○○||、彼が待ち受けていた。
||案○○||、彼は首相になりました。
||案○○||、彼女は電話をかけてきた。","あんのじょう,案の定",just as one thought; as usual; sure enough,"expressions (phrases, clauses, etc.)",Text
"that's enough!; cut it out!; get a life!
||い○○○○○○||よ。
やめろよ。||い○○○○○○||。
子供じゃないんだから、||い○○○○○○||！","いいかげんにしろ,いい加減にしろ",that's enough!; cut it out!; get a life!,"expressions (phrases, clauses, etc.)",Text
"is that clear?; OK?; got that?
この新しいデザイン、前のより断然||い○○||。
この車、燃費が||い○○||。
人に信頼されるって、||い○○||。",いいね,is that clear?; OK?; got that?,"expressions (phrases, clauses, etc.)",Text
"indescribable; having no way to express
そうとしか||言○○○○○○||と思う。
ばかばかしいとしか||言○○○○○○||。
何とも||言○○○○○○||なあ。","いいようがない,言いようがない",indescribable; having no way to express,"expressions (phrases, clauses, etc.)",Text
"needless to say; obvious; goes without s
友情が仕事より大切なのは||言○○○○○○||。
彼が約束を守るのは||言○○○○○○||ことだ。
彼女が幸せなのは||言○○○○○○||ことだ。","いうまでもない,言うまでもない",needless to say; obvious; goes without saying,"expressions (phrases, clauses, etc.)",Text
"needless to say; obvious; goes without s
正直が最良の策だという事は||言○○○○○○||。
幸福は金で買えないのは||言○○○○○○||。
健康が富に勝るのは||言○○○○○○||事だ。","いうまでもない,言うまでも無い",needless to say; obvious; goes without saying,"expressions (phrases, clauses, etc.)",Text
"bad; wrong; naughty; must not (do, be); 
すぐ出発しては||い○○○||。
スピード制限を越えては||い○○○||。
すべての人を信用しては||い○○○||。",いけない,"bad; wrong; naughty; must not (do, be); should not; ought not to; useless; no good; bad; hopeless; beyond hope; unfortunate; a shame; a pity; unable to drink (alcohol); so as not to ...; so that ... (won't); in case ...; for fear that ...; lest ...","expressions (phrases, clauses, etc.)",Text
"wrong; not good; of no use; hopeless; pa
彼女は幼くて学校には||行○○○○||。
私は一人でスタジアムに||行○○○○||。
私は午後は時間がなくて||行○○○○||。","いけません,行けません",wrong; not good; of no use; hopeless; past hope; must not do; cannot go,"expressions (phrases, clauses, etc.)",Text
"that's all; that is the end; the end
もうこれ||以○||待たない方がよい。
もうこれ||以○||待てません。
もうこれ||以○||歩けないよ。","いじょう,以上",that's all; that is the end; the end,"expressions (phrases, clauses, etc.)",Text
"still; as yet; as of old
地価は||依○○○○||落ち着く気配を見せない。
天気は||依○○○○||雨だった。
日本の経済は||依○○○○||安定している。","いぜんとして,依然として",still; as yet; as of old,"expressions (phrases, clauses, etc.)",Text
"hurriedly; in haste; in a rush; quickly
彼女はなぜ||急○○||出ていったのですか。
彼女はひどく||急○○||いた。","いそいで,急いで",hurriedly; in haste; in a rush; quickly,"expressions (phrases, clauses, etc.)",Text
"thank you (for the meal just served); I 
||戴○○○||。","いただきます,戴きます",thank you (for the meal just served); I receive (this meal),"expressions (phrases, clauses, etc.)",Text
"thank you (for the meal just served); I 
自己紹介させて||頂○○○||。
お言葉に甘えてもう一杯||頂○○○||。
コーヒーをやめて紅茶を||頂○○○||。","いただきます,頂きます",thank you (for the meal just served); I receive (this meal),"expressions (phrases, clauses, etc.)",Text
"everywhere; all over; throughout
||い○○○||で自然の均衡が破られようとしている。
世界の||い○○○||で多くの人々が平和を望んでいる。
家という家が揺れ、||い○○○||で警報が鳴り響いていた。","いたるところ,いたる所",everywhere; all over; throughout,"expressions (phrases, clauses, etc.)",Text
"everywhere; all over; throughout
||至○○||でフラミンゴに出会います。
その写真は||至○○||に貼ってある。
ローマは||至○○||に遺跡がある。","いたるところ,至る所",everywhere; all over; throughout,"expressions (phrases, clauses, etc.)",Text
"everywhere; all over; throughout
神は無限の球である。その中心は||到○○○○||にあり、その円周はどこにもない。","いたるところ,到るところ",everywhere; all over; throughout,"expressions (phrases, clauses, etc.)",Text
"killing two birds with one stone
||一○○○||
||一○○○||。
||一○○○||にする。","いっせきにちょう,一石二鳥",killing two birds with one stone,"expressions (phrases, clauses, etc.)",Text
"going to and fro; back and forth
マウスとキーボードを||行○○○○○○||するのが煩雑なので、キーボードのみで操作できるようショートカットキーはないのでしょうか？
彼は駅の前を||行○○○○○○||している。","いったりきたり,行ったりきたり",going to and fro; back and forth,"expressions (phrases, clauses, etc.)",Text
"going to and fro; back and forth
彼は通りを||行○○○○○○||した。
彼は部屋の中を||行○○○○○○||していた。
クマはおりの中を||行○○○○○○||している。","いったりきたり,行ったり来たり",going to and fro; back and forth,"expressions (phrases, clauses, etc.)",Text
"I'm off; see you later
学校に||行○○○○○||。
飲みに||行○○○○○||。
礼拝に||行○○○○○||。","いってきます,行ってきます",I'm off; see you later,"expressions (phrases, clauses, etc.)",Text
"I'm off; see you later
||行○○○○○||ね。
明日はトルコに||行○○○○○||。","いってきます,行って来ます",I'm off; see you later,"expressions (phrases, clauses, etc.)",Text
"not quite (right); not very good; somewh
純粋に、ミクシィユーザーが言うところの「変な人」ってどんな人なのか、私には||い○○○||わからないのだ","いまいち,今一",not quite (right); not very good; somewhat (lacking),"expressions (phrases, clauses, etc.)",Text
"one more; another (one); (not) quite; (n
それがどのようにして起きたのか、||い○○○||よく分からない。
新しい車の調子が||い○○○||です。操縦がきかない。","いまひとつ,いま一つ",one more; another (one); (not) quite; (not) entirely; (not) enough; somewhat (lacking),"expressions (phrases, clauses, etc.)",Text
"one more; another (one); (not) quite; (n
トムはそれが||今○○○||な考えだとわかっていた。
実験の結果は||今○○○||ぱっとしなかった。","いまひとつ,今ひとつ",one more; another (one); (not) quite; (not) entirely; (not) enough; somewhat (lacking),"expressions (phrases, clauses, etc.)",Text
"one more; another (one); (not) quite; (n
このドラマは単純な勧善懲悪もので、||今○○||深みに欠けて物足りない。
ちょっとやったことはあるのだが||今○○||合わない感じ。","いまひとつ,今一つ",one more; another (one); (not) quite; (not) entirely; (not) enough; somewhat (lacking),"expressions (phrases, clauses, etc.)",Text
"coming; going; being (somewhere); being 
ぜひ雑談でもしに||い○○○||ください。
それでしたら今日||い○○○||ください。
ビルは試験のことでいら||い○○○||いる。",いらして,coming; going; being (somewhere); being (doing something),"expressions (phrases, clauses, etc.)",Text
"welcome
夕食に家へ||い○○○○○○○||んか。
店員が「||い○○○○○○○||」と言った。
来年一週間泊まりに||い○○○○○○○||んか。",いらっしゃいませ,welcome,"expressions (phrases, clauses, etc.)",Text
"what with this and that; for a number of
||色○○○○||、トムが嫌いなの。","いろいろあって,色々あって",what with this and that; for a number of reasons,"expressions (phrases, clauses, etc.)",Text
"to go smoothly; to turn out well; to do 
気楽に行けよ。大丈夫、すべて||上○○○○||さ。","うまくいく,上手く行く",to go smoothly; to turn out well; to do the trick; to have peaceful relations,"expressions (phrases, clauses, etc.)",Text
"paint; coloring materials; colors; colou
赤い||絵○○||に青い||絵○○||を混ぜなさい。
青い||絵○○||と黄色の||絵○○||を混ぜなさい。","えのぐ,絵の具",paint; coloring materials; colors; colours,"expressions (phrases, clauses, etc.)",Text
"paint; coloring materials; colors; colou
彼はその絵を油||絵○||で描いた。
彼は水彩||絵○||を短くほぼ直角の筆使いで用いた。
||絵○||の赤と青を混ぜると紫になるって知ってた？","えのぐ,絵具",paint; coloring materials; colors; colours,"expressions (phrases, clauses, etc.)",Text
"to paint (draw) a picture
私は||絵○○○||のが苦手だ。","えをかく,絵をかく",to paint (draw) a picture,"expressions (phrases, clauses, etc.)",Text
"to paint (draw) a picture
彼の趣味は||絵○○○||ことです。
彼の趣味は花の||絵○○○||ことです。
彼は||絵○○○||のが好きだ。","えをかく,絵を描く",to paint (draw) a picture,"expressions (phrases, clauses, etc.)",Text
"to paint (draw) a picture
彼は||絵○○○||ことをこよなく愛した。
彼女はどんなに忙しくても毎日||絵○○○||。
あなたは||絵○○○||のがじょうずですね。","えをかく,絵を書く",to paint (draw) a picture,"expressions (phrases, clauses, etc.)",Text
"to grow up; to become an adult; to becom
その木はとても速く||大○○○○||。
子どもはあっという間に||大○○○○||。
子供はあっという間に||大○○○○||。","おおきくなる,大きくなる",to grow up; to become an adult; to become big; to grow in size,"expressions (phrases, clauses, etc.)",Text
"thanks to ...; owing to ...; because of 
私がここまで成功したのは全く彼の||お○○||ある。
私が今日あるのはおじの||お○○||ある。","おかげで,お蔭で",thanks to ...; owing to ...; because of ...,"expressions (phrases, clauses, etc.)",Text
"thanks to ...; owing to ...; because of 
事故の||お○○||私は注意深くなった。
彼は強い意志の||お○○||その試合に勝った。
彼は熱心に勉強し、||お○○||試験に合格した。","おかげで,お陰で",thanks to ...; owing to ...; because of ...,"expressions (phrases, clauses, etc.)",Text
"pardon me for leaving (before you)
どうぞ、||お○○||！
新聞を||お○○||どうぞ。
紳士の人から||お○○||どうぞ。","おさきに,お先に",pardon me for leaving (before you),"expressions (phrases, clauses, etc.)",Text
"to receive favor; to receive assistance;
これから||お○○○○○||ね。","おせわになる,お世話になる",to receive favor; to receive assistance; to receive help; to be looked after; to be taken care of; to become dependent (on); to become much obliged (to someone); to become indebted,"expressions (phrases, clauses, etc.)",Text
"take care of yourself; get well soon
お体を||お○○○||。
くれぐれもお体を||お○○○||。
どうぞ||お○○○||。","おだいじに,お大事に",take care of yourself; get well soon,"expressions (phrases, clauses, etc.)",Text
"happy birthday
||お○○○○○○○○○○○○○||。","おたんじょうびおめでとうございます,お誕生日おめでとうございます",happy birthday,"expressions (phrases, clauses, etc.)",Text
"thank you (for your hard work); good wor
今日の避難訓練||お○○○○||でした。
||お○○○○||でした。
みなさん、||お○○○○||でした！","おつかれさま,お疲れさま",thank you (for your hard work); good work; see you; goodbye; goodnight,"expressions (phrases, clauses, etc.)",Text
"thank you (for your hard work); good wor
みんな、||お○○○||！
||お○○○||でした。
今日は一日||お○○○||でした。","おつかれさま,お疲れ様",thank you (for your hard work); good work; see you; goodbye; goodnight,"expressions (phrases, clauses, etc.)",Text
"sorry to bother you, but ...
||お○○○○○||、駅までの道を教えていただけますか。
||お○○○○○||塩を回していただけませんか。
テーブルの上に鍵を忘れてきてしまいました。||お○○○○○||持ってきて戴けませんか？","おてすうですが,お手数ですが","sorry to bother you, but ...","expressions (phrases, clauses, etc.)",Text
"boy; son; baby boy; young man
あの背の高い人が、この||男○○||のお父さん？
||男○○||がドラムをたたいていた。
茶色の靴を履いてる||男○○||を見ました。","おとこのこ,男の子",boy; son; baby boy; young man,"expressions (phrases, clauses, etc.)",Text
"man
若い||男○○||がドアの前で歌っています。
彼女は昨日背の高い||男○○||に会いました。
私が駅を出た時、||男○○||を見た。","おとこのひと,男の人",man,"expressions (phrases, clauses, etc.)",Text
"to grow up; to become an adult
こんな||大○○○○||はずじゃなかったのに。
||大○○○○||な、これはわなだ。
||大○○○○||なよ、それは罠だから。","おとなになる,大人になる",to grow up; to become an adult,"expressions (phrases, clauses, etc.)",Text
"to a surprising degree; to a remarkable 
彼女がいかに世間を知らないか||驚○○○||だ。
彼女は年の割には||驚○○○||元気だ。
彼女は||驚○○○||美しかった。","おどろくほど,驚くほど",to a surprising degree; to a remarkable extent; surprisingly; astonishingly; amazingly; alarmingly,"expressions (phrases, clauses, etc.)",Text
"please
お会計は1階レジにて||お○○○○○○○||。
新しい病院に寄付を||お○○○○○○○||。
病棟内では静かに||お○○○○○○○||。","おねがいいたします,お願いいたします",please,"expressions (phrases, clauses, etc.)",Text
"please
是非また||お○○○○○○||。
はじめまして、どうぞよろしく||お○○○○○○||。
お会計は1Fレジにて||お○○○○○○||。","おねがいいたします,お願い致します",please,"expressions (phrases, clauses, etc.)",Text
"please
ブラウンさんを||お○○○○○||。
良かったら||お○○○○○||。
連絡するなら電話で||お○○○○○||。","おねがいします,お願いします",please,"expressions (phrases, clauses, etc.)",Text
"please
男は頼み込んだ。「||御○○○○○||、オレの両腕を折っちゃってください！」","おねがいします,御願いします",please,"expressions (phrases, clauses, etc.)",Text
"it's been a long time; long time no see
お元気ですか。||お○○○○||ですね。
こんにちは。||お○○○○||です。
大変||お○○○○||です。","おひさしぶり,お久しぶり",it's been a long time; long time no see,"expressions (phrases, clauses, etc.)",Text
"to make matters worse; besides; what's m
その日は寒く、||お○○○||雨まで降ってきた。
その袋は大きかった。||お○○○||重かった。
寒くて||お○○○||風も強かった。",おまけに,to make matters worse; besides; what's more; in addition; on top of that,"expressions (phrases, clauses, etc.)",Text
"thank you for waiting; sorry to have kep
５１番、幕の内弁当||お○○○○○○○||。
||お○○○○○○○||。
長いこと||お○○○○○○○||か。","おまたせしました,お待たせしました",thank you for waiting; sorry to have kept you waiting,"expressions (phrases, clauses, etc.)",Text
"to one's heart's content; to one's compl
その独裁者は||思○○○||特権を乱用した。
彼はスキーを||思○○○||楽しんだ。
||思○○○||楽しみましょう！","おもうぞんぶん,思う存分",to one's heart's content; to one's complete satisfaction; as much as one likes; heartily; thoroughly; without restraint; to the full,"expressions (phrases, clauses, etc.)",Text
"good night
ぐっすり||お○○○○○||、ショーン。","おやすみなさい,お休みなさい",good night,"expressions (phrases, clauses, etc.)",Text
"girl; daughter; baby girl; young woman
あの||女○○||、自転車に乗れないんだよ。
その||女○○||、誘拐されちゃったんだ。
||女○○||は頭痛で寝込むのが嫌いです。","おんなのこ,女の子",girl; daughter; baby girl; young woman,"expressions (phrases, clauses, etc.)",Text
"woman
トムとの出会いは彼||女○○||生を狂わせた。
彼女のお母さんはきれいな||女○○||です。
昨日一緒にいた||女○○||誰？","おんなのひと,女の人",woman,"expressions (phrases, clauses, etc.)",Text
"whether or not
夜を徹する||か○○||。
大事なのは全力を尽くす||か○○||だ。
私にはそれが真実||か○○||が分からない。","かいなか,か否か",whether or not,"expressions (phrases, clauses, etc.)",Text
"to turn up; to make an appearance; to pu
二度と||顔○○○||な。
私が||顔○○○||と彼女はいつも文句を言う。
窓から||顔○○○||な。","かおをだす,顔を出す",to turn up; to make an appearance; to put in an appearance; to drop by,"expressions (phrases, clauses, etc.)",Text
"certainly!
||畏○○○○○||。","かしこまりました,畏まりました",certainly!,"expressions (phrases, clauses, etc.)",Text
"in great numbers
古いインドの伝説が||数○○||ある。
生命の起源については||数○○||の学説がある。
金銭に換算できないものが||数○○||ある。","かずおおく,数多く",in great numbers,"expressions (phrases, clauses, etc.)",Text
"to catch a cold
足がぬれると、||風○○○○||よ。
彼はすぐに||風○○○○||。
彼はすぐ||風○○○○||。","かぜをひく,風邪をひく",to catch a cold,"expressions (phrases, clauses, etc.)",Text
"to catch a cold
彼女はすぐに||風○○○○||のよ。
私はよく||風○○○○||。
||風○○○○||と私はいつも鼻水が出る。","かぜをひく,風邪を引く",to catch a cold,"expressions (phrases, clauses, etc.)",Text
"whether or not (in phrases like 'I don't
明日雨||か○○○||分かりますか。
明日雨が降る||か○○○||わからない。
明日雨が降る||か○○○||知らない。",かどうか,whether or not (in phrases like 'I don't know whether or not I can come'),"expressions (phrases, clauses, etc.)",Text
"broke; poor; short; skint; having no mon
車欲しいけど、買うお||金○○○||んだよね。
お||金○○○||から、何も買えない。
お||金○○○||から買えないんだ。","かねがない,金がない",broke; poor; short; skint; having no money,"expressions (phrases, clauses, etc.)",Text
"broke; poor; short; skint; having no mon
お||金○○○||ので、それはできません。
その辞書を買うお||金○○○||よ。
一つにはお||金○○○||し、また一つには暇が無い。","かねがない,金が無い",broke; poor; short; skint; having no money,"expressions (phrases, clauses, etc.)",Text
"very likely; very probable
ドイツはコロナウイルスのおかげで、2020年の気候目標を上回る||可○○○○○||。
原子力発電所の１号機で、原子炉内の燃料の溶融が進んでいる||可○○○○○||、と発表された。
近い将来、ゴミ処理費用が容積基準で有料化される||可○○○○○||。","かのうせいがたかい,可能性が高い",very likely; very probable,"expressions (phrases, clauses, etc.)",Text
"to allow; to enable; to make possible; t
トムは不可能を||可○○○○||男だ。
新しい製造過程は高い歩留まりを||可○○○○||。
核家族は親子のよりよい会話を||可○○○○||。","かのうにする,可能にする",to allow; to enable; to make possible; to make feasible; to permit,"expressions (phrases, clauses, etc.)",Text
"hair (of the head)
僕は||髪○○||を短く刈ってもらいたかった。
彼女は||髪○○||を短く切ってもらいました。
母は私の||髪○○||を短く切りました。","かみのけ,髪の毛",hair (of the head),"expressions (phrases, clauses, etc.)",Text
"may; might; perhaps; may be; possibly
すぐに諦めて昼寝をする||か○○○○○||。
それで彼らの気が変わったの||か○○○○○||。
僕は不幸||か○○○○○||けれど自殺はしない。","かもしれない,かも知れない",may; might; perhaps; may be; possibly,"expressions (phrases, clauses, etc.)",Text
"may; might; perhaps; may be; possibly
あなたは正しい||か○○○○○○||。
実は何時か明らかに成る||か○○○○○○||。
彼は明日の午後に来る||か○○○○○○||。","かもしれません,かも知れません",may; might; perhaps; may be; possibly,"expressions (phrases, clauses, etc.)",Text
"may; might; perhaps; may be; possibly
秘密をばらす||か○○○○||。
罠||か○○○○||、油断するな。
逆の選択をすればうまくいく||か○○○○||。",かもしれん,may; might; perhaps; may be; possibly,"expressions (phrases, clauses, etc.)",Text
"just because; even if; even though
今日の昼||か○○○||都合いい？
若い||か○○○||あんまり無理しちゃだめだよ。",からって,just because; even if; even though,"expressions (phrases, clauses, etc.)",Text
"if you think about it; come to think of 
||考○○○○○||、それは田中大将に率いられた軍隊でした。
||考○○○○○||、一週間雨が降りつづいている。
||考○○○○○||彼のいう事はおかしいよ。","かんがえてみれば,考えてみれば",if you think about it; come to think of it,"expressions (phrases, clauses, etc.)",Text
"to notice; to realize; to realise; to be
彼が||気○○○||と、公園で横になっていた。
||気○○○||と、そこにありました。
||気○○○||と逃げ場はどこにもなかった。","きがつく,気がつく",to notice; to realize; to realise; to become aware (of); to perceive; to sense; to suspect; to be attentive; to be scrupulous; to be observant; to regain consciousness; to come to (one's senses); to come round,"expressions (phrases, clauses, etc.)",Text
"to notice; to realize; to realise; to be
||気○○○||と、手先や肱のあたりに毛を生じているらしい。少し明るくなってから、谷川に臨んで姿を映して見ると、既に虎となっていた。","きがつく,気が付く",to notice; to realize; to realise; to become aware (of); to perceive; to sense; to suspect; to be attentive; to be scrupulous; to be observant; to regain consciousness; to come to (one's senses); to come round,"expressions (phrases, clauses, etc.)",Text
"to like; to be pleased with; to be delig
トムがここを||気○○○||とは思えない。
どれを取っても、君は||気○○○||だろう。
多分私はこの本が||気○○○||でしょう。","きにいる,気に入る",to like; to be pleased with; to be delighted with; to take a liking to; to suit one's fancy,"expressions (phrases, clauses, etc.)",Text
"(just) one's imagination
トム、||気○○○||だよ。
||気○○○||かもしれない。
||気○○○||だと思うよ。","きのせい,気のせい",(just) one's imagination,"expressions (phrases, clauses, etc.)",Text
"endless; boundless; innumerable; endless
文句を言えば||切○○○○||。","きりがない,切りがない",endless; boundless; innumerable; endless; never-ending; going on forever,"expressions (phrases, clauses, etc.)",Text
"to be careful; to pay attention; to take
僕はもっと||気○○○○||べきだ。
普段の生活でも||気○○○○||ように。
電車に遅れないように||気○○○○||のよ。","きをつける,気をつける",to be careful; to pay attention; to take care,"expressions (phrases, clauses, etc.)",Text
"to be careful; to pay attention; to take
「もっと気を付けなさい」「||気○○○○||よ」
あの男には||気○○○○||んだぞ。
もっと||気○○○○||ようにするよ。","きをつける,気を付ける",to be careful; to pay attention; to take care,"expressions (phrases, clauses, etc.)",Text
"No Smoking; Smoking Prohibited
いつから||禁○||してるの？
屋内は全面||禁○||ですよ。
館内は||禁○||です。","きんえん,禁煙",No Smoking; Smoking Prohibited,"expressions (phrases, clauses, etc.)",Text
"roots of grass; places hidden from sight
彼は午後いっぱい使って昨年のほうれん||草○○||を始末した。
探せ！||草○○||分けてでも探せ！
||草○○||を分けて探す。","くさのね,草の根",roots of grass; places hidden from sight; grassroots (e.g. of a political party); rank and file,"expressions (phrases, clauses, etc.)",Text
"spoken twice in response to someone snee
||く○○○||しっぱなし。
トムは||く○○○||をした。
トムはよく||く○○○||をする。",くしゃみ,spoken twice in response to someone sneezing as a charm against an early death,"expressions (phrases, clauses, etc.)",Text
"please (give me); please (do for me)
前向きにご検討||下○○||。
献血して||下○○||。
頑張って||下○○||。","ください,下さい",please (give me); please (do for me),"expressions (phrases, clauses, etc.)",Text
"last resort; desperate measure taken und
||苦○○○||で企画したんですが、その本はよく売れました。","くにくのさく,苦肉の策",last resort; desperate measure taken under the pressure of necessity,"expressions (phrases, clauses, etc.)",Text
"this sort of; this type of
ある日曜日の朝、ジョージは自宅の居間に乱入するやいなや||こ○○○○||。
彼女は拳銃をぬいて||こ○○○○||。
精神科医は頷きながら||こ○○○○||。","こういった,こう言った",this sort of; this type of,"expressions (phrases, clauses, etc.)",Text
"having done this; if this is done; if it
||こ○○○○||、肘が痛いんです。
私が||こ○○○○||痛い？",こうすると,having done this; if this is done; if it is done in this way,"expressions (phrases, clauses, etc.)",Text
"if you do this; if this is the case
||こ○○○○||数時間の節約ができます。
これが速記術というもので、||こ○○○○||話す人に付いて行けるのです。
それは||こ○○○○||いいですよ。",こうすれば,if you do this; if this is the case,"expressions (phrases, clauses, etc.)",Text
"please refrain (from)
おタバコは||ご○○○○○○||。
||ご○○○○○○||。
店内での飲食は||ご○○○○○○||。","ごえんりょください,ご遠慮ください",please refrain (from),"expressions (phrases, clauses, etc.)",Text
"please refrain (from)
許可なく喫煙することを||ご○○○○○||。
走行中の箱乗りは||ご○○○○○||！
たばこは||ご○○○○○||。","ごえんりょください,ご遠慮下さい",please refrain (from),"expressions (phrases, clauses, etc.)",Text
"please refrain (from)
あかちゃんがいるときはたばこを||御○○○○○||。","ごえんりょください,御遠慮下さい",please refrain (from),"expressions (phrases, clauses, etc.)",Text
"thank you (for your hard work); I apprec
||ご○○○||でした。","ごくろうさま,ご苦労様",thank you (for your hard work); I appreciate your efforts,"expressions (phrases, clauses, etc.)",Text
"comfortable; pleasant
日差しが||心○○○||。","ここちよい,心地いい",comfortable; pleasant,"expressions (phrases, clauses, etc.)",Text
"comfortable; pleasant
ここでは||心○○○||そよ風が吹いている。
波の音が耳に||心○○○||のはなぜなんだろう。
部屋を出て||心○○○||風にあたる。","ここちよい,心地よい",comfortable; pleasant,"expressions (phrases, clauses, etc.)",Text
"comfortable; pleasant
花は大変||心○○○||香りを発する。
君の毛皮凄く||心○○○||ね。
毛触りが||心○○○||。","ここちよい,心地良い",comfortable; pleasant,"expressions (phrases, clauses, etc.)",Text
"wholeheartedly; with all one's heart
彼は私に||心○○○○||迎えてくれた。
彼女は||心○○○○||歌ったので、聴衆は深い感動をうけた。
彼女は||心○○○○||美しい歌を歌った。","こころをこめて,心をこめて",wholeheartedly; with all one's heart,"expressions (phrases, clauses, etc.)",Text
"wholeheartedly; with all one's heart
||心○○○○||祈りなさい。
私は||心○○○○||話した。
当店のパンは、職人がひとつひとつ真||心○○○○||焼き上げています。","こころをこめて,心を込めて",wholeheartedly; with all one's heart,"expressions (phrases, clauses, etc.)",Text
"to be; to exist
「ありがとう||ご○○○○||」「どう致しまして」","ございます,ご座います",to be; to exist,"expressions (phrases, clauses, etc.)",Text
"to be; to exist
あの、私、残念ですが小用が||御○○○○||ので、この辺りで失礼致しますね。","ございます,御座います",to be; to exist,"expressions (phrases, clauses, etc.)",Text
"thank you for the meal; that was a delic
||ご○○○○○○||。
彼女は料理人に||ご○○○○○○||と言いました。","ごちそうさまでした,ご馳走様でした",thank you for the meal; that was a delicious meal; what a wonderful meal,"expressions (phrases, clauses, etc.)",Text
"(for something) to have occurred; to hav
ちょっと用||事○○○||の。
仕||事○○○||って、ありがたいですね。
大きな用||事○○○||日はたいてい早起きする。","ことがある,事がある",(for something) to have occurred; to have done (something); (for something) to happen on occasion,"expressions (phrases, clauses, etc.)",Text
