Question,Answer,Comment,Instruction,Render As
"「よし、7人だからトムに7等分してもらおう」「なんで俺？ 7等分とか無理に決まってんじゃん」「お前数学科だろ？ 1桁の自然数くらい〇裕じゃねえの？」「数学科でケーキの切り分け方とか習わねえし」
う～ん、わからんか。まあこれはあまり簡単な問題ばかりだったら失礼だから、君用に出しただけだから。〇裕があったら覚えといて。
机の上には、お昼を用意する時間も〇裕もなかったから、近所で買って来いという母親からのメッセージだけが残されていた。",余,"余:too much;myself;surplus;other;remainder",Guess the hidden Kanji,Text
"8歳未満の子〇は前頭葉が発達しきっておらず、そのため現実と空想の区別が付かなくなる場合がある。一部の子どもは、例えば洋服ダンスの中やベッドの下に化け物がいると信じることがあるかもしれない。彼らの一部はまた、夢と現実の区別ができないこともある。
「わぁ。シャツが後ろ前になってる。ちょっと、気付いてたでしょ？何で教えてくれないの？こんな格好で子〇たちに偉そうに説教しちゃったよ」「いやぁ、『知らぬが仏』って言葉もあるし。黙っとく方がいいかなぁと思って」
子〇のすきな小さい神さまがありました。いつもは森の中で、歌をうたったり笛を吹いたりして、小鳥やけものと遊んでいましたが、ときどき人のすんでいる村へ出てきて、すきな子〇たちと遊ぶのでした。",供,"供:submit;offer;present;serve (meal);accompany",Guess the hidden Kanji,Text
"量子力学系の観測可能量は、ハミルトン演算子と可換で且つ直接には時刻に〇存しない場合、運動の定数と呼ばれる。実際、その様な観測可能量の平均値はどの様な状態に於いても時間的に一定となるのである。
共和党の旗を初めてホワイトハウスにもっていたのはこの州出身の男性で、その政党は自己〇存と個人の自由と国家の統一の価値観にもとづいていたことを思い出そう。
われわれは、生活に必要なものや生活を快適にするものをすべて他人の労働に間接的に〇存している。",依,"依:reliant;depend on;consequently;therefore;due to",Guess the hidden Kanji,Text
"優太は、お店の高〇な皿を割ってしまたのが亨ではなく葵だと知っていたが、葵をかばって名乗り出た亨の気持ちを察し、本当の事は言わず、ただ自分の胸の内に納めておくことにした。
いろいろ考えてみると私の主観ですが、プレゼントはどれだけ気持ちがこめられているかで〇値がかわってくるのだと思います。
誰かが、例えば、羊とか馬を市場に出ているもので等しい〇値があると考えるものと交換することが出来たのである。",価,"価:value;price",Guess the hidden Kanji,Text
"そしてディールはヨーロッパ大陸にとても近かったために、いつも最初に〇略されるイギリスの地域のひとつでした。
湿地帯は生態系において水の浄化、洪水と〇食の防止、野生生物への食料とすみかの提供という重要な役割を演じる。
ホームページをつくるのもいいけど、著作権の〇害になるようなことはしてはいません。",侵,"侵:encroach;invade;raid;trespass;violate",Guess the hidden Kanji,Text
"「愛と哀しみの果て」は〇受けしたけど何といっても映像のきれいな映画だった。
だが、概ね天皇は世〇権力を追求することなく存続してきたようです。
自らの意志で還〇する場合と、教団側から還〇させられる場合がある。",俗,"俗:vulgar;customs;manners;worldliness;mundane things",Guess the hidden Kanji,Text
"多くの国々が失業問題に苦しんでいる。すなわちそこには将来が〇障されず、人生という汽車に乗り遅れてしまう多くの若者達がいる。
〇守派の人たちは一般に頭が悪いと言いたかったのではなく、頭の悪い人たちは〇守的であることが多いと言いたかったのです。
私たちの乗っていた飛行機は、３０００メートルの高度を〇って、太平洋上をウェーク島のほうへ飛んで行った。",保,"保:protect;guarantee;keep;preserve;sustain;support",Guess the hidden Kanji,Text
"小学校低学年の頃、僕は父に〇句を教えられ、〇人に憧れた。七夕の願い事も「はい人になれますように」と書いた。あれから３０年、願いはかなった。今や僕は紛れもない廃人だ。
日本のある有名な詩人は〇句におけるどのような固定化した考え方にも反対している。
トムとメアリーは昼の間じゅう樫の木陰で〇句を詠み交わしていた。",俳,"俳:haiku;actor",Guess the hidden Kanji,Text
"「ほら、早く早く。タトエバっていうサイトが、集めた文章を一つ一セントで売ってるよ！文章を百〇買うと一つ無料の特別セールもあるんだよ！」「ああ、そりゃいい！今じゃ世間では趣味として文章を集めるのかい！？世界はどこへ向かっているのやら！」
日本人には、見知らぬ人と会話を始めてまだくつろいだ気分にならないうちに、相手の、年齢や地位、既婚か未婚かなどの〇人的な事柄を知りたがる傾向がある。
自分の仕事や関心事について話し、また相手のそうしたことについて尋ねるのはいいが、話題があまりに〇人的なものにならないよう気を付けなさい。",個,"個:individual;counter for articles",Guess the hidden Kanji,Text
"覚えようとするのじゃなくて、圧〇的な量を体にくぐらせるという方法は、性格に合う人間にとってはまったく努力のうちに入らない。楽すぎてそこに安住してアウトプットに挑まない人が出てくる。俺もそっちのタイプ。
「漢字って、どうやったら簡単に覚えられますか？」「簡単には覚えられないよ。人それぞれだとは思うけど、覚えたいなら面〇でも書くのが一番だと思うよ」
しかし、面〇な乗り換えをしなくてすむＪＲの成田エクスプレス（空港から３０分から６０分おきに出発します）をお使いになることをおすすめします。",倒,"倒:overthrow;fall;collapse;drop;break down",Guess the hidden Kanji,Text
"ＥＵで買った品物を使わないで、店から得た付加価〇税金還付フォームを税関に押されてもらって、三か月以内日本に帰るのは、タックスフリーの条件であります。
分からないことを教えてもらいたいと思う気持ちを恥ずかしがるんじゃない。分かろうとすることは、称賛に〇する。何も学びたくないとか、けしからん。
芸術作品の価〇は、作品それ自体が変わらなくとも、作者によって提示されるアイデンティティーによって大きく変わり得る。",値,"値:price;cost;value",Guess the hidden Kanji,Text
"物資は、遥かに人間以上に、地球の表面を移動し続けている〇大な旅行者なのだ。際限のない物資の流れが世界中で交換されているが、それは地球上の人の住む場所で貿易に関わらないところはほとんどないことを意味する。
あれだけ〇そうなこと言ってたんだから、これぐらいトムには楽勝のはずだよ。お手並み拝見といこうじゃないの。
サー・ウィンストン・チャーチルは〇大な政治家であっただけでなく、〇大な作家でもあった。",偉,"偉:admirable;greatness;remarkable;conceited;famous;excellent",Guess the hidden Kanji,Text
"インド東部で１９日未明、特急列車が駅で〇車していた別の列車に追突し、これまでに４９人が死亡しました。
〇電があってさ、ビデオの時間をリセットしたんだけど、１時間ズレててさっ、アポ逃しちゃったよ。
彼は〇止信号を見なかったので、もう少しで道路を渡ろうとしていた子供をはねるところだった。",停,"停:halt;stopping",Guess the hidden Kanji,Text
"よりよいサービスのため、お客さまのお電話は〇受されることがあります。
出席者が少なくなりつづけ、実際にやってきた人も無関心に〇観していた。
世間はいつまでこれらの暴虐を〇観し続けるのか。",傍,"傍:bystander;side;besides;while;nearby;third person",Guess the hidden Kanji,Text
"チップがグラス一つの中の１０セントであれば、ウェイトレスは次の客に〇えて急いでテーブルを片付けようとしてグラスを持ち上げ、水がこぼれだし、事はおしまいということになろう。
その間にトニーは６０代半ばになっていたが、まだよく仕事ができた。しかし新品のトラック、新しい芝刈り機、たくさんの装〇を手に入れ３人の手伝いを抱えていた。
東南アジアのインフラ整〇で日本が中心的役割を担うため、官民一体となった努力が求められている。",備,"備:equip;provision;preparation",Guess the hidden Kanji,Text
"日本の建前と本音という概念は、僕にとって、互いに嘘をついてるだけだと思う。表面的なものだけじゃない？本当は？気持ちを〇つけないためと分かってても、やっぱりあまり好きじゃない。
「大丈夫？ 〇ついてない？」「ううん、全然大丈夫だよ。むしろそうやって本音で話してくれるのすごく嬉しい」「そっか。よかった」
今の文学青年はセンチメンタルになることを怖れている。これも〇つけられるのを怖れる一種のさもしい心のあらわれかも知れない。",傷,"傷:wound;hurt;injure;impair;pain;injury;cut;gash;scar;weak point",Guess the hidden Kanji,Text
"既に知っていることを証明してくれるものしか受け入れたがらない〇向が私たちにはあるのである。
郷愁にふける時、私達は子供時代をこの上なく幸福な時期と考える〇向があるかもしれない。
実地は理論と同様に大切であるが、われわれは理論を重んじ、実地を軽んずる〇向がある。",傾,"傾:lean;incline;tilt;trend;wane;sink;ruin;bias",Guess the hidden Kanji,Text
"小便小〇の本家本元は、ベルギー・ブリュッセルにあるジュリアン君です。
また僕をかつごうとしているのかい、このいたずら小〇め。
子どもの頃「四つ目小〇」とからかわれたことがあります。",僧,"僧:Buddhist priest;monk",Guess the hidden Kanji,Text
"水やガス、電気が欲しい時に簡単に手に入るように、映〇や音楽も手を軽く動かすだけで点けたり消したり出来るようになるだろう。
「ひょっとして、今まで気づいてなかったのですか」「いや、まぁ・・・。想〇の埒外だったもんで・・・」
ねえ、ニュースの映〇見た？車が電柱に衝突して縦に真っ二つだよ。どんだけスピード出してたんだろうね。",像,"像:statue;picture;image;figure;portrait",Guess the hidden Kanji,Text
"最近では、故人が亡くなってから７日目に行う初七日法要を葬〇当日に済ませることが多くなっています。
子供は生まれつき従順であるのではないのは、生まれつき礼〇正しいのではないのと同じである。
日本の神道の〇式に則って、挙式をしたいという方がおられれば、この教会で出来ます。",儀,"儀:ceremony;rule;affair;case;a matter",Guess the hidden Kanji,Text
"僕が君に〇しくしようと思ったように、誰かに君が〇しくされたなら、その人に〇しさを返すのは当たり前だけど、それだけじゃなくて、君がその人にされたように、誰かに〇しくしてあげなさい。僕はそれだけで十分だ。
今日xvideos.comで見た獣姦ものの動画では女〇さんがラブラドール・レトリバー相手に腰を振っていた。ラブラドール・レトリバーはイく直前「ワン」と吠えた。
「お母さんのしゃべり方って、おばあちゃんにそっくりだよね？」「そりゃそうよ。おばあちゃんに育てられたんだから。〇斗だって、お父さんの話し方にそっくりよ」",優,"優:tenderness;excel;surpass;actor;superiority;gentleness",Guess the hidden Kanji,Text
"日本では甘〇辛〇などと称し、酒好きと菓子好きとを対立させているが、これはどうも理屈に合わないらしい。ババ・オオ・ロムのごとく、酒入りの菓子があることはその不合理を証明している。
日本では甘〇辛〇などゝ称し、酒好きと菓子好きとを対立させてゐるが、これはどうも理屈に合はぬらしい。ババ・オオ・ロムの如く、酒入りの菓子があることはその不合理を証明してゐる。
不偏不〇の精神で、などとかっこ付けているけど、結局のところ自分の意見を持っていないだけじゃないの。",党,"党:party;faction;clique",Guess the hidden Kanji,Text
"精肉店と飲食店を〇ねたお店だからこそできるこの低価格。ぜひ一度ご賞味ください。
ちょっと大きいけど、この封筒でいいや。大は小を〇ねるって言うし。
ホテルは現在、地元の博物館〇コミュニティセンターとなっています。",兼,"兼:concurrently;and;beforehand;in advance",Guess the hidden Kanji,Text
"スペイン語の本何〇か買ったぞ。気分はドイツ語強化モードだがちびちびと始めてみるかも。
この本は1,000ページ以上の大〇ですが、来週の今日までには読み終わります。
君がどんなにがんばっても、１日で５〇も小説を読むことはできないだろう。",冊,"冊:tome;counter for books;volume",Guess the hidden Kanji,Text
"そして、とりわ、この国の〇建に加わるように尋ねよう、221年間アメリカにおいて行われたきた唯一の方法-硬くなった手で一つずつブロックを積み上げ、レンガを積み上げるように。
私は彼とペイリン知事を彼らのしたことすべてのことで祝い、彼らと今月初頭のこの国の信頼を〇建するため、一緒に働くのを心待ちにしている。
エルベフィルハーモニーは、ドイツ・ハンブルクの〇開発地区ハーフェンシティのシンボルである。",再,"再:again;twice;second time",Guess the hidden Kanji,Text
"ユーモアのない人生なんて、〇そ糞面白くないものだが、同時に、人生から偶然というものを取り除いてしまえば、随分味気ないことになるだろう。
賢い人の手にかかると、物事は実にシンプルになる。簡単なことを難しく言うのが、賢いふりをした〇庸な人間だ。
非〇の才が優れていればいるほど、世間の人々がそれを発見し理解するのに長い時間がかかる。",凡,"凡:commonplace;ordinary;mediocre",Guess the hidden Kanji,Text
"日本語をどのように〇理するかという点に加えて、さらに学ぶために、日本語の〇理に関する、もしくは日本語で書かれた参考文献を幅広く紹介しています。
今年新入で入ってきた田中ってさ、給料が少ないからって新聞配達のバイトしてたのがばれてさ、戒告〇分になったらしいよ。
その国会議員は陰謀のニュースを発表した。そして、ためらうことなく、その陰謀にたいする徹底した対抗〇置をとった。",処,"処:dispose;manage;deal with;sentence;condemn;act;behave;place",Guess the hidden Kanji,Text
"最近の〇悪事件をニュースで見るたび、バーチャルな世界と生きる世界の区別がなくなった若者が急増していることに気付かされる。
〇暴な顔つきの犬がこちらへ近寄ってくる。
〇器はまだ発見されていません。",凶,"凶:villain;evil;bad luck;disaster",Guess the hidden Kanji,Text
"ある暑い夏の午後、ジョンとダンヌは長くなった牧草を〇っていました。
君はいつか自分でまいた種を〇り取らなければならないだろう。
道路脇には今は〇られて裸になった田畑が広がっている。",刈,"刈:reap;cut;clip;trim;prune",Guess the hidden Kanji,Text
"日本創〇を果たしたイギリス発のホームレスの人だけが販売者となれるストリートペーパー「ビッグイシュー」について紹介しよう。
外国の書籍や定期〇行物を販売している店がいくつかある。
彼の新しい小説の発〇はいつ頃になりますか？",刊,"刊:publish;carve;engrave",Guess the hidden Kanji,Text
"結局のところ、何をやろうと受け入れてくれる人もいれば、批〇する人もいて、叩かれることを恐れていては何も始まらない。
意思の弱い人は批〇の的になる。だから友達でさえも、その欠点を直せるものならと思っていじめようとするだろう。
審〇の方をちらりと睨むが、審〇は涼しい顔して鼻クソをほじっていやがった。「ちくしょう、八百長かよ・・・」",判,"判:judgement;judgment;signature;stamp;seal",Guess the hidden Kanji,Text
"日本では「自〇心を凌駕する」という言い方がなされることは一切なく、「抑えきれない」「こらえられない」などと言います。
二つに分けることによって、本願寺の力を半分ずつにして、西と東をお互いに牽〇、競争させようしたんです。
会社の中には、従業員が有給休暇を積極的に夏休みに使えるように〇度を作り上げているところもある。",制,"制:system;law;rule",Guess the hidden Kanji,Text
"マンハッタンの金融街にある証〇取引所の中には、火災と停電のため、営業を早めに切り上げてしまったところもあります。
アンケートにお答えいただいた方の中から、毎月抽選で30名様に1万円分の商品〇をプレゼントいたします。
彼女は例の金のインチキ証〇商法に引っかかり持ち金のほとんどを失ってしまった。",券,"券:ticket",Guess the hidden Kanji,Text
"気晴らしを求める王女の意欲はとどまるところを知りませんでした。そのため、私たちはそうした気晴らしに、それをいっそう〇激的なものにしうる新たな調味料を加えることばかりを考えていました。
マシュマロを串に〇して火にあぶって食べるやつ、名前は知らないんだけどすごくうまそうだったよ。今度うちでもやってみようよ。
〇激を受け続けると肌の保護作用により角質が肥厚して、ゴワゴワしたり硬くなって、毛穴が目立ってきます。",刺,"刺:thorn;pierce;stab;prick;sting;calling card",Guess the hidden Kanji,Text
"しかしながらある夜ベイカーさんが、学生全員が学寮に戻っていなければいけない時〇に戻ってきたとき、彼女は自分の駐車スペースに別の車があるのを見つけた。
原子力安全・保安院が、東京電力福島第一原子力発電所の事故の評価をレベル５から最も深〇な７へ引き上げた。
「雪の彫〇」と言えば、「さっぽろ雪まつり」を思い出す。「さっぽろ雪まつり」一度は、行ってみたいな。",刻,"刻:engrave;cut fine;chop;hash;mince;time;carving",Guess the hidden Kanji,Text
"交換法〇より、-(-x) = x, 1/(1/x) = x であることが分かる。
日本の神道の儀式に〇って、挙式をしたいという方がおられれば、この教会で出来ます。
熱力学の背後には、第１巻で学んだ力学の法〇にしたがう原子や分子の運動があります。",則,"則:rule;law;follow;based on;model after",Guess the hidden Kanji,Text
"そこで、子供らしさが、徐々に失われていく現状への反省から、教育制度や社会の仕組みといった根本的なものの見直しが、今、真〇に考えられるようになってきている。
トムはメアリーが冗談を言ってるんだって思ってたけど、メアリーはとても真〇だったんだ。
「由美！私たちは真〇に話し合ってるのよ」「私だって真〇だもん」「そうは見えないわ」",剣,"剣:sabre;sword;blade;clock hand",Guess the hidden Kanji,Text
"後に、高校生になると、僕はビタミン〇を常用するように化学を「摂取した」
薬〇師になる目的で薬学を志望する人は６年制学科を選んでください。
医者に相談して鎮静〇を処方してもらうのはどうでしょうか。",剤,"剤:dose;medicine;drug",Guess the hidden Kanji,Text
"「今日ね、トムの妹に会ったんだ」「へえ、どんな人だった？」「んーと、メアリーとアリスを足して2で〇ったみたいな感じ」
現在の飛行機墜落は２週間ごとにほぼ１件の〇合で、あらゆる重大事故があらゆるタイプの輸送用ジェット機に起こっている。
女性有職者における自殺の原因・動機は、うつ病などの神経疾患の比率が非常に高く、全体の約４〇にも及ぶと言われている。",割,"割:proportion;comparatively;divide;cut;separate;split",Guess the hidden Kanji,Text
"フランツ・リストは「交響詩」という概念を〇始した。交響詩とは、音楽外の内容を音楽によって描写するオーケストラ作品のことである。そこでは人々、伝説上の人物、風景、絵画などが描写される。
日本〇刊を果たしたイギリス発のホームレスの人だけが販売者となれるストリートペーパー「ビッグイシュー」について紹介しよう。
「どうしたの？」「靴擦れしちゃった」「だから、新しい靴はやめときって、言ったでしょ？絆〇膏あるよ」「ありがとう」",創,"創:genesis;wound;injury;hurt;start;originate",Guess the hidden Kanji,Text
"愛はフランスでは喜〇、英国では悲〇、イタリアでは歌〇、そしてドイツではメロドラマである。
あの喜〇役者のジョークときたら、どれもこれも古くて、以前に聞いたことのあるものばかりだ。
ロイヤルシェイクスペア〇団は来週「ベニスの商人」を上演することになっている。",劇,"劇:drama;play",Guess the hidden Kanji,Text
"低賃金、〇悪な労働条件、一方的な首切りなどの経済・労働問題はもとより、各種の人道的問題までも引き起こしている。
食物が我々の身体にとって必要であるのにまさるとも〇らず、読書は精神にとって必要である。
ブリティッシュコロンビアの沿岸生態系の〇化が急速に進行している。",劣,"劣:inferiority;be inferior to;be worse",Guess the hidden Kanji,Text
"「なんでそんなたくさんのど飴持ってきたの？ のど飴とかこっちでも買えるのに」「日本人ののどには日本ののど飴しか〇かないんだ」「ふーん、そんなことないと思うけどな」
時差のある場合、電子メールが最も〇果的で便利な手段ですので、メールを使って連絡をしてくださることを希望します。
最初に大学に入って一番驚いたのは、〇果的な勉強方法を知っているクラスメートがごく僅かだったということだ。",効,"効:merit;efficacy;efficiency;benefit",Guess the hidden Kanji,Text
"僕はバスケットボールチームの最後のポジションの申し込みをしようとスポーツ事〇所へ行ったが、誰かが先を越してしまった。
ガチョウの番がどうにかこうにか〇まるといった塩梅の、のらくら者であることを、しょっちゅうこぼしていました。
この前行った事〇所では数時間で仕事が終わってしまって、残りの時間が退屈だったわ。",務,"務:task;duties",Guess the hidden Kanji,Text
"「君の仕事についてはお客さんから不満が殺到している。すぐに辞めてもらおう」「ふん、くそったれめ。こんな所はじめから〇めたくなかったんだ」
そして、おしんとは違って、彼らは確かに不平を言う。間違いなく〇務中には言わないだろうし。おおっぴらには普通言わないだろうが。
フレデイはこの一ヶ月というものずっと夜〇だったため、正常な時間に働いている友人達に会う機会がまるでなかった。",勤,"勤:diligence;become employed;serve",Guess the hidden Kanji,Text
"幼少の時、父が死んで、その弟が、時代の衰〇と、自分の怠惰とから、すっかり、身代をつぶしてしまったらしく、後に、筆墨行商人になって、私の家へ、よく来たが、くると、母に叱られて、よわっていた。
一番多かったのは、ヨーロッパからであったが、ラテン・アメリカ、アジア、アフリカ、オーストラリア、カナダからも大〇がやってきた。
警棒で空をなぐりつけ、よろめいて体〇をたてなおしたガードマンは、自分に向かって突進してくる金網づくりのクズカゴを見た。",勢,"勢:forces;energy;military strength",Guess the hidden Kanji,Text
