Question,Answer,Comment,Instruction,Render As
"子〇達はハロウィーンの夜に１軒ずつ家を〇ねてまわる。
子〇のころ、日曜日によく彼を〇ねたものだ。",供訪,"供:submit;offer;present;serve (meal);accompany
訪:call on;visit;look up;offer sympathy",Guess the hidden Kanji,Text
"トム・ジャクソンは妻のメアリーと子〇３人、そして愛犬クッキーとオーストラリアのボストンにあるパーク・ストリートに住んでいます。彼はフランス語を話し、３０歳で、１０月２０日には〇生日のお祝いをします。
彼の子〇達はみんな〇生日にプレゼントをほしがる。
彼らは最初の子〇の〇生を喜んだ。",供誕,"誕:nativity;be born;declension;lie;be arbitrary
供:submit;offer;present;serve (meal);accompany",Guess the hidden Kanji,Text
"子〇の音楽的才能は〇伝によって決まるのですか。
子〇は〇伝病を持っています。",供遺,"遺:bequeath;leave behind;reserve
供:submit;offer;present;serve (meal);accompany",Guess the hidden Kanji,Text
"不活発な子〇は空想の世界に〇じこもる傾向がずっと高い。
大雨のため、子〇たちは一日中家に〇じこもっていた。
彼女は子〇が泣き止むまで部屋に〇じ込めた。",供閉,"供:submit;offer;present;serve (meal);accompany
閉:closed;shut",Guess the hidden Kanji,Text
"彼女は子〇たちに「〇りてきなさい」と叫んだ。
子〇は水滑り台を〇りる時、水をはねて遊ぶ。",供降,"供:submit;offer;present;serve (meal);accompany
降:descend;precipitate;fall;surrender",Guess the hidden Kanji,Text
"彼の本は子〇向けなんだけど、ちょくちょく見たことのない単語が飛び出す。それが彼独自の言葉なのか単に〇しい単語なのかわからないんだけど、面倒なので辞書も引かず読み進めている。
メアリーは子〇たちをほったらかしにしていることでジャックを非〇した。
この小説を子〇向きに書き改めるのは〇しい。",供難,"供:submit;offer;present;serve (meal);accompany
難:difficult;impossible;trouble;accident;defect",Guess the hidden Kanji,Text
"それは子〇にはかなり〇の折れることだった。
彼は子〇の教育に非常に〇を折った。",供骨,"供:submit;offer;present;serve (meal);accompany
骨:skeleton;bone;remains;frame",Guess the hidden Kanji,Text
"小学校低学年の頃、僕は父に〇句を教えられ、〇人に憧れた。七夕の願い事も「はい人になれますように」と書いた。あれから３０年、願いはかなった。今や僕は紛れもない廃人だ。
日本のある有名な詩人は〇句におけるどのような固定化した考え方にも反対している。
トムとメアリーは昼の間じゅう樫の木陰で〇句を詠み交わしていた。",俳,"俳:haiku;actor",Guess the hidden Kanji,Text
"〇〇、芸術家、音楽家、それに作家は、話し言葉、身振り、色彩、音などを含む色々な形を使うことが出来る。
本当にその〇〇は他のどの〇〇よりも上手にカウボーイの役をこなした。
その〇〇がとても才能があることについては、あなたと同じ意見です。",俳優,"俳:haiku;actor
優:tenderness;excel;surpass;actor;superiority;gentleness",Guess the hidden Kanji,Text
"ＥＵで買った品物を使わないで、店から得た付加価〇税金還付フォームを税関に押されてもらって、三か月以内日本に帰るのは、タックスフリーの条件であります。
分からないことを教えてもらいたいと思う気持ちを恥ずかしがるんじゃない。分かろうとすることは、称賛に〇する。何も学びたくないとか、けしからん。
芸術作品の価〇は、作品それ自体が変わらなくとも、作者によって提示されるアイデンティティーによって大きく変わり得る。",値,"値:price;cost;value",Guess the hidden Kanji,Text
"スポイルされた子を誉める価〇がない。〇しい教育を受けるべきです。
特に重要なことは伝統的価〇観を〇守することである。",値厳,"値:price;cost;value
厳:stern;strictness;severity;rigidity",Guess the hidden Kanji,Text
"もちろん、古いカーペットが価〇があるためには、いい状態に保〇されていなければならない。
俺にはなんの意味もない無価〇な〇在。
俺はなんの意味もない無価〇な〇在。",値存,"存:exist;suppose;be aware of;believe;feel
値:price;cost;value",Guess the hidden Kanji,Text
"トムは〇札を外すのを〇れていた。
トムは〇札をとるのを〇れた。",値忘,"忘:forget
値:price;cost;value",Guess the hidden Kanji,Text
"リクルート事件は、〇上がり確実であったリクルートコスモス社の未公開〇を賄賂として受け取ったとして、政治家や官僚らが次々に逮捕された日本の汚職事件である。
彼女はだまされて価〇のない〇を買わされた。",値株,"値:price;cost;value
株:stocks;stump;shares;stock;counter for small plants",Guess the hidden Kanji,Text
"「64GBのUSBメモリが16ユーロで買えるとかすごい時代だなあ」「これがまた10年後には何分の一かの〇〇になってるんだろうね」
４年間は彼は最初の〇〇で芝を刈ってくれたが、その年の終わりに彼はしょっちゅう手伝いを連れていることに気がついた。
この折りたたみ傘、すごく軽くて小さいから持ち運ぶのにちょうどいいな。少し〇〇が高いけど買っちゃおうかな。",値段,"段:grade;steps;stairs
値:price;cost;value",Guess the hidden Kanji,Text
"卑しくも価〇あるものには立〇にやる価〇がある。
それをやる価〇があるなら、立〇にやれ。",値派,"値:price;cost;value
派:faction;group;party;clique;sect;school",Guess the hidden Kanji,Text
"日本の建前と本音という概念は、僕にとって、互いに嘘をついてるだけだと思う。表面的なものだけじゃない？本当は？気持ちを〇つけないためと分かってても、やっぱりあまり好きじゃない。
「大丈夫？ 〇ついてない？」「ううん、全然大丈夫だよ。むしろそうやって本音で話してくれるのすごく嬉しい」「そっか。よかった」
今の文学青年はセンチメンタルになることを怖れている。これも〇つけられるのを怖れる一種のさもしい心のあらわれかも知れない。",傷,"傷:wound;hurt;injure;impair;pain;injury;cut;gash;scar;weak point",Guess the hidden Kanji,Text
"重〇を負った男性は病院に着いた時既に〇くなっていた。
その事故で負〇した人もいれば〇くなった人もいた。",傷亡,"亡:deceased;the late;dying;perish
傷:wound;hurt;injure;impair;pain;injury;cut;gash;scar;weak point",Guess the hidden Kanji,Text
"トムはメアリーの切り〇に絆〇膏を貼ってあげた。
母さんは〇口に絆〇膏を貼ってくれた。",傷創,"創:genesis;wound;injury;hurt;start;originate
傷:wound;hurt;injure;impair;pain;injury;cut;gash;scar;weak point",Guess the hidden Kanji,Text
"〇の上を、手ぬぐいで冷やされると、ずいぶんしみたけれども、周作は〇慢をした。
〇害罪ってどの程度の怪〇を負わせると〇害罪に問われますか？",傷我,"傷:wound;hurt;injure;impair;pain;injury;cut;gash;scar;weak point
我:ego;I;selfish;our;oneself",Guess the hidden Kanji,Text
"負〇者は〇みでもだえ苦しんだ。
海水が〇にしみて〇いよ。",傷痛,"痛:pain;hurt;damage;bruise
傷:wound;hurt;injure;impair;pain;injury;cut;gash;scar;weak point",Guess the hidden Kanji,Text
"僕が君に〇しくしようと思ったように、誰かに君が〇しくされたなら、その人に〇しさを返すのは当たり前だけど、それだけじゃなくて、君がその人にされたように、誰かに〇しくしてあげなさい。僕はそれだけで十分だ。
今日xvideos.comで見た獣姦ものの動画では女〇さんがラブラドール・レトリバー相手に腰を振っていた。ラブラドール・レトリバーはイく直前「ワン」と吠えた。
「お母さんのしゃべり方って、おばあちゃんにそっくりだよね？」「そりゃそうよ。おばあちゃんに育てられたんだから。〇斗だって、お父さんの話し方にそっくりよ」",優,"優:tenderness;excel;surpass;actor;superiority;gentleness",Guess the hidden Kanji,Text
"その女〇は実際よりも〇く見える。
その女〇は〇者に人気がある。",優若,"若:young;if;perhaps;possibly;low number;immature
優:tenderness;excel;surpass;actor;superiority;gentleness",Guess the hidden Kanji,Text
"獲得した〇先〇を無駄にしないために、そのまま切らずにお待ちください。
〇先〇をどうすべきか決定できないのが、最大の問題である。",優権,"権:authority;power;rights
優:tenderness;excel;surpass;actor;superiority;gentleness",Guess the hidden Kanji,Text
"自由は〇れて根〇的なものだから重要性は幾ら強調してもし過ぎない。
これは〇れた繊維〇である。",優源,"源:source;origin
優:tenderness;excel;surpass;actor;superiority;gentleness",Guess the hidden Kanji,Text
"〇れた作家は、複雑なものを単〇化できる必要があるのです。
写真が暴露された後で女〇の清〇なイメージが汚された。",優純,"純:genuine;purity;innocence;net (profit)
優:tenderness;excel;surpass;actor;superiority;gentleness",Guess the hidden Kanji,Text
"その女〇は美しい衣〇をつけていた。
彼女は女〇風に〇っていた。",優装,"装:attire;dress;pretend;disguise;profess
優:tenderness;excel;surpass;actor;superiority;gentleness",Guess the hidden Kanji,Text
"彼女は〇秀な学者であり、いたるところでそういう学者として〇められている。
彼女はついに最もカリスマ性のある女〇として国民から〇められました。
誰もが彼はきわめて〇秀なピアニストだと〇めていた。",優認,"優:tenderness;excel;surpass;actor;superiority;gentleness
認:acknowledge;witness;discern;recognize;appreciate;believe",Guess the hidden Kanji,Text
"日本では甘〇辛〇などと称し、酒好きと菓子好きとを対立させているが、これはどうも理屈に合わないらしい。ババ・オオ・ロムのごとく、酒入りの菓子があることはその不合理を証明している。
日本では甘〇辛〇などゝ称し、酒好きと菓子好きとを対立させてゐるが、これはどうも理屈に合はぬらしい。ババ・オオ・ロムの如く、酒入りの菓子があることはその不合理を証明してゐる。
不偏不〇の精神で、などとかっこ付けているけど、結局のところ自分の意見を持っていないだけじゃないの。",党,"党:party;faction;clique",Guess the hidden Kanji,Text
"中国では1949年に共産〇が政〇を取った。
選挙の結果その〇は政〇の一角を占めた。
彼はその政〇の主導〇をにぎった。",党権,"権:authority;power;rights
党:party;faction;clique",Guess the hidden Kanji,Text
"反対〇議員はその法案に〇怒した。
その〇は急〇にのびた。",党激,"激:violent;get excited;enraged;chafe;incite
党:party;faction;clique",Guess the hidden Kanji,Text
"注目すべき重要な点は、両方の政〇がこの問題に対しては似たような解決〇を提示したことである。
新しい政〇の名前は「政局より政〇」と決まった。",党策,"策:scheme;plan;policy;step;means
党:party;faction;clique",Guess the hidden Kanji,Text
"民主〇はまだ候〇者を決めていないが、どっちにしても負けるに決まっている。
多くの共和〇員が自〇の候〇者には投票しなかった。
与〇が擁立した候〇だったが、僅差で落選となった。",党補,"党:party;faction;clique
補:supplement;supply;make good;offset;compensate;assistant;learner",Guess the hidden Kanji,Text
"〇の主な方〇を守らない政治家は、だれしも反逆分子として、烙印を押されるだろう。
〇首は今後の方〇を一瀉千里に述べ立てた。",党針,"党:party;faction;clique
針:needle;pin;staple;stinger",Guess the hidden Kanji,Text
"スペイン語の本何〇か買ったぞ。気分はドイツ語強化モードだがちびちびと始めてみるかも。
この本は1,000ページ以上の大〇ですが、来週の今日までには読み終わります。
君がどんなにがんばっても、１日で５〇も小説を読むことはできないだろう。",冊,"冊:tome;counter for books;volume",Guess the hidden Kanji,Text
"３〇のフランス語の小説を英語に翻〇しました。
フランス語の小説を３〇、英語に〇したよ。
本を何〇か、フランス語に〇しました。",冊訳,"冊:tome;counter for books;volume
訳:translate;reason;circumstance;case",Guess the hidden Kanji,Text
"日本語をどのように〇理するかという点に加えて、さらに学ぶために、日本語の〇理に関する、もしくは日本語で書かれた参考文献を幅広く紹介しています。
今年新入で入ってきた田中ってさ、給料が少ないからって新聞配達のバイトしてたのがばれてさ、戒告〇分になったらしいよ。
その国会議員は陰謀のニュースを発表した。そして、ためらうことなく、その陰謀にたいする徹底した対抗〇置をとった。",処,"処:dispose;manage;deal with;sentence;condemn;act;behave;place",Guess the hidden Kanji,Text
"これらの患者には外科的な〇置だけでは十分とは言い〇い。
状況は次第に対〇が〇しくなっていった。",処難,"処:dispose;manage;deal with;sentence;condemn;act;behave;place
難:difficult;impossible;trouble;accident;defect",Guess the hidden Kanji,Text
"結婚直前、泥酔の父親は「何〇の馬の〇か解らん奴に娘をやれん！」と花婿に怒鳴りつけた。
バカ言うな！何〇の馬の〇かわからんような奴に、俺の大切な娘をやれるか。
近医で〇方を希望したら露〇に嫌な顔をされた。",処骨,"処:dispose;manage;deal with;sentence;condemn;act;behave;place
骨:skeleton;bone;remains;frame",Guess the hidden Kanji,Text
"マンハッタンの金融街にある証〇取引所の中には、火災と停電のため、営業を早めに切り上げてしまったところもあります。
アンケートにお答えいただいた方の中から、毎月抽選で30名様に1万円分の商品〇をプレゼントいたします。
彼女は例の金のインチキ証〇商法に引っかかり持ち金のほとんどを失ってしまった。",券,"券:ticket",Guess the hidden Kanji,Text
