Question,Answer,Comment,Instruction,Render as
"ambitious person
その||野＊＊||は自分の成功にのぼせあがった。
彼は若いころ||野＊＊||だったそうだ。
彼は大変な||野＊＊||だった。","やしんか,野心家","",Guess the term having 3 (Grade-2 level) Kanji or its reading(not strictly same reading as one in the example),Text
"being on the phone for a long time; long telepho..
彼女には||長＊＊||の悪い癖がある。
昔は||長＊＊||して、よく怒られたものだ。
私には||長＊＊||をする友達が２、３人いる。
電話越しでも心配する気持ちがあふれ、つい||長＊＊||になってしまった。","ながでんわ,長電話","being on the phone for a long time; long telephone conversation",Guess the term having 3 (Grade-2 level) Kanji or its reading(not strictly same reading as one in the example),Text
"avid reader; bookworm
メアリーは||読＊＊||だ。
僕だってちょっとした||読＊＊||なんだよ。
彼はなかなかの||読＊＊||だ。
彼は||読＊＊||だった。
||読＊＊||のほうです。","どくしょか,読書家","",Guess the term having 3 (Grade-2 level) Kanji or its reading(not strictly same reading as one in the example),Text
"book club; reading circle; reading group
トムは||読＊＊||に参加した。
トムは||読＊＊||の会員だ。
メアリーは||読＊＊||に参加した。
メアリーは||読＊＊||の会員だ。","どくしょかい,読書会","",Guess the term having 3 (Grade-2 level) Kanji or its reading(not strictly same reading as one in the example),Text
"library (usu. single-room); small library
「ねえ、トム探してるんだけどどこいるか知らない？」「トムなら||図＊＊||にいたよ」「おお、ありがとう！」
||図＊＊||ではしゃべるな。
||図＊＊||は４階にあります。
彼が金を出して||図＊＊||に数冊の新しい本が加えられた。
彼の||図＊＊||への出入が許可されている。
麻理は自分の||図＊＊||を黙考室と呼んでいる。","としょしつ,図書室","",Guess the term having 3 (Grade-2 level) Kanji or its reading(not strictly same reading as one in the example),Text
"how many hours
あと||何＊＊||で着くのよ？
||何＊＊||も並ばされた。
||何＊＊||も海を眺めた。
夜に||何＊＊||も勉強します。
彼は||何＊＊||も待ち続けた。
彼女は||何＊＊||も待った。
私たちは||何＊＊||も待った。","なんじかん,何時間","",Guess the term having 3 (Grade-2 level) Kanji or its reading(not strictly same reading as one in the example),Text
"discounting half the story; taking a story with ..
トムの言うことは||話＊＊||に聞いた方がいいよ。","はなしはんぶん,話半分","discounting half the story; taking a story with a grain of salt",Guess the term having 3 (Grade-2 level) Kanji or its reading(not strictly same reading as one in the example),Text
"telephone line
||電＊＊||が切れてしまったんだ。","でんわせん,電話線","",Guess the term having 3 (Grade-2 level) Kanji or its reading(not strictly same reading as one in the example),Text
"closed to traffic; no through road; road closed;..
この道路は、車は||通＊＊||めになっている。
この道路は工事中のため||通＊＊||めだ。
この道路は||通＊＊||めです。
この道路は||通＊＊||めになっています。
長野への道路は、||通＊＊||めになっている。","つうこうどめ,通行止","closed to traffic; no through road; road closed; closure (of a road); suspension of traffic",Guess the term having 3 (Grade-2 level) Kanji or its reading(not strictly same reading as one in the example),Text
"half an hour; half hour
この仕事は||半＊＊||で仕上げられます。
||半＊＊||したら彼はここに来るでしょう。
||半＊＊||ほどすごい土砂降りだった。
彼は||半＊＊||で２マイル歩いた。
濃霧のため貨物列車は||半＊＊||ほど遅れた。
皿は||半＊＊||で洗えます。
私なら||半＊＊||でやれる。","はんじかん,半時間","",Guess the term having 3 (Grade-2 level) Kanji or its reading(not strictly same reading as one in the example),Text
"old newspapers
その大きなはこには||古＊＊||しか入ってないのを、少年は発見した。
彼らは||古＊＊||を売り生計をたてている。
私は||古＊＊||をちり紙と交換した。","ふるしんぶん,古新聞","",Guess the term having 3 (Grade-2 level) Kanji or its reading(not strictly same reading as one in the example),Text
"antique clock; old clock
いつどこであの||古＊＊||を買ったのですか。
この||古＊＊||は１０００ドルの値打ちがある。
祖母の||古＊＊||は長年その引き出しの中にある。
私は市場の骨董品屋でこの||古＊＊||を買った。","ふるどけい,古時計","",Guess the term having 3 (Grade-2 level) Kanji or its reading(not strictly same reading as one in the example),Text
"breakout session; subcommittee; subworking group
マーケティング||分＊＊||では、１９９８年の目標と方向を決めるためにフォンコンファレンスを行うことをお知らせします。
マーケティング||分＊＊||の実際のミーティングは、１９９９年１月２７日の午後、カリフォルニア州サンフランシスコ・エアポートマリオットで行います。","ぶんかかい,分科会","",Guess the term having 3 (Grade-2 level) Kanji or its reading(not strictly same reading as one in the example),Text
"the rice market
日本の||米＊＊||は輸入に対し閉ざされている。","べいいちば,米市場","",Guess the term having 3 (Grade-2 level) Kanji or its reading(not strictly same reading as one in the example),Text
"Hokkaido (island, prefectural-level administrati..
||北＊＊||が大好きです。
||北＊＊||は雪だろう。
工場は||北＊＊||へ移転した。
彼は||北＊＊||に行ってしまった。
彼は||北＊＊||へスキーに行った。
私は、||北＊＊||に行く。
私は夏に||北＊＊||に行きます。","ほっかいどう,北海道","Hokkaido (island, prefectural-level administrative unit)",Guess the term having 3 (Grade-2 level) Kanji or its reading(not strictly same reading as one in the example),Text
"Beijing dialect (of Mandarin); Pekingese
広東語と||北＊＊||って何が違うのかな？
彼は、||北＊＊||を話すのがとても進歩した。","ペキンご,北京語","",Guess the term having 3 (Grade-2 level) Kanji or its reading(not strictly same reading as one in the example),Text
"language of one's country; mother tongue; native..
あなたの||母＊＊||は何ですか？
彼の||母＊＊||はフランス語だ。
||母＊＊||であればあるほど、込められているニュアンスは豊富になるものだと思うのです。
||母＊＊||の日本語ほど上手には他の国の言葉が使えないのです。
私達の||母＊＊||は日本語です。
英語は私の||母＊＊||です。
英語は私の||母＊＊||ではない。","ぼこくご,母国語","language of one's country; mother tongue; native language",Guess the term having 3 (Grade-2 level) Kanji or its reading(not strictly same reading as one in the example),Text
"ECG; EKG; electrocardiogram
||心＊＊||をとりましょう。","しんでんず,心電図","",Guess the term having 3 (Grade-2 level) Kanji or its reading(not strictly same reading as one in the example),Text
"newspaper; newspaper used for wrapping, packing,..
床一面に||新＊＊||が撒き散らされていた。
||新＊＊||を広げて亡子に覆いかぶせた。
||新＊＊||を触ってたら、手がこんなに真っ黒になっちゃった。","しんぶんがみ,しんぶんし,新聞紙","newspaper; newspaper used for wrapping, packing, etc.; newsprint",Guess the term having 3 (Grade-2 level) Kanji or its reading(not strictly same reading as one in the example),Text
"newspaper company
その||新＊＊||は特派員を東京本社に呼び戻した。
その||新＊＊||は航空機を１０機待っている。
どちらの||新＊＊||にお勤めですか。
情報は||新＊＊||にぽつりぽつりと洩れているよ。
||新＊＊||に知られないようにあなたとお話がしたいのです。
||新＊＊||の人たちがどやどやとやってきました。
私はこの||新＊＊||に勤めて４年になります。","しんぶんしゃ,新聞社","",Guess the term having 3 (Grade-2 level) Kanji or its reading(not strictly same reading as one in the example),Text
"kindness
彼には||親＊＊||などみじんもない。
彼はそれを||親＊＊||からやったのだ。
彼は||親＊＊||からそれをやった。
私は||親＊＊||から言っている。
||親＊＊||は礼儀の本質である。","しんせつしん,親切心","",Guess the term having 3 (Grade-2 level) Kanji or its reading(not strictly same reading as one in the example),Text
"a couple of hours; a few hours; several hours
こうすれば||数＊＊||の節約ができます。
それを書くのに||数＊＊||かかったんだよ。
ブライアンがカードを書くのに||数＊＊||かかった。
もう||数＊＊||ずっとこれを読んでいる。
嵐は||数＊＊||おさまらなかった。
||数＊＊||のうちにまた歯が痛くなってきた。","すうじかん,数時間","",Guess the term having 3 (Grade-2 level) Kanji or its reading(not strictly same reading as one in the example),Text
"a few weeks; several weeks
あっという間に数時間、数日、||数＊＊||が経ってしまった。
あと||数＊＊||は滞在するつもりだよ。
彼がショックから立ち直るのに||数＊＊||かかった。
||数＊＊||か数ヶ月かかかるだろう。
私のかわいい小猫ちゃんは、もう||数＊＊||も前に姿を消したままなの。","すうしゅうかん,数週間","",Guess the term having 3 (Grade-2 level) Kanji or its reading(not strictly same reading as one in the example),Text
"a few minutes; for a few minutes; for a number o..
ほんのちょっとの道のりだから||数＊＊||でそこへ歩いて行ける。
||数＊＊||、お時間を割いていただけますか。
||数＊＊||、時間をさいてくれませんか。助けていただきたいのですが。","すうふんかん,数分間","a few minutes; for a few minutes; for a number of minutes; for a period of a few minutes; for several minutes",Guess the term having 3 (Grade-2 level) Kanji or its reading(not strictly same reading as one in the example),Text
"a few minutes later; after a few minutes
彼女は気を失ったが、||数＊＊||に意識を取り戻した。
彼女は気を失ったが、||数＊＊||に正気に戻った。
||数＊＊||、警察が来ました。
||数＊＊||に電話が鳴った。
電気は||数＊＊||にまたついた。","すうふんご,数分後","",Guess the term having 3 (Grade-2 level) Kanji or its reading(not strictly same reading as one in the example),Text
"vocalist
ベートーヴェンの父親は、||声＊＊||でした。
彼は||声＊＊||になろうと決心している。","せいがくか,声楽家","",Guess the term having 3 (Grade-2 level) Kanji or its reading(not strictly same reading as one in the example),Text
"(for) one's own use; personal use; private use
あのお店で、||自＊＊||に帽子を買ったんだ。
これ、||自＊＊||に持ってていいよ。
今日は||自＊＊||にサラダ作ろっと。
君は||自＊＊||の部屋を持っていますか。
実は、||自＊＊||に買っちゃった。
||自＊＊||に新しいナイフを買ったほうがいいと思うよ。","じぶんよう,自分用","",Guess the term having 3 (Grade-2 level) Kanji or its reading(not strictly same reading as one in the example),Text
"local newspaper
彼は||地＊＊||の本の批評家です。","じもとし,地元紙","",Guess the term having 3 (Grade-2 level) Kanji or its reading(not strictly same reading as one in the example),Text
"social studies
例えば、||社＊＊||の授業では、先生がメンバーの一人になって、議論がされることがしばしばあります。
私は||社＊＊||にはたいへん興味をもっています。","しゃかいか,社会科","",Guess the term having 3 (Grade-2 level) Kanji or its reading(not strictly same reading as one in the example),Text
"multilingual
Tatoebaは本当に||多＊＊||なところです。全ての言語がお互いにつながっています。","たげんご,多言語","",Guess the term having 3 (Grade-2 level) Kanji or its reading(not strictly same reading as one in the example),Text
"luncheon meeting
世間一般のホテルなみにいえば良い||昼＊＊||だった。
||昼＊＊||に１０人を招待した。
||昼＊＊||のお約束ですが、どうも私の都合がつきかねます。","ちゅうしょくかい,昼食会","",Guess the term having 3 (Grade-2 level) Kanji or its reading(not strictly same reading as one in the example),Text
"after lunch
この件は||昼＊＊||に再びとり上げよう。
今はその数字が正しいかを調べる時間がありませんが、||昼＊＊||には調べることができます。
彼は||昼＊＊||また読書を始めた。
||昼＊＊||は暇よ。
||昼＊＊||は空いてるわよ。
母は||昼＊＊||すぐに運動しすぎてはいけないと言う。
私たちは||昼＊＊||テレビを見た。","ちゅうしょくご,昼食後","",Guess the term having 3 (Grade-2 level) Kanji or its reading(not strictly same reading as one in the example),Text
"lunch time
彼は||昼＊＊||に家にいないでしょう。","ちゅうしょくじ,昼食時","",Guess the term having 3 (Grade-2 level) Kanji or its reading(not strictly same reading as one in the example),Text
"long spell; long time; several hours
久しぶりに||長＊＊||しゃべったから喉がやばい。
委員会の会議は||長＊＊||にわたった。
彼女は||長＊＊||かけて帽子を選んだ。
彼女は||長＊＊||の運転には慣れていない。
||長＊＊||かかったが、とうとう彼を納得させることができた。
阪神大震災では地面が||長＊＊||に渡って揺れた。","ちょうじかん,長時間","",Guess the term having 3 (Grade-2 level) Kanji or its reading(not strictly same reading as one in the example),Text
"after breakfast
トムは||朝＊＊||に出発した。
マイクは||朝＊＊||からずっと模型飛行機をつくっている。
小島先生は||朝＊＊||たばこを１服吸った。
||朝＊＊||、出発しましょう。
||朝＊＊||すぐに飛び出した。","ちょうしょくご,朝食後","",Guess the term having 3 (Grade-2 level) Kanji or its reading(not strictly same reading as one in the example),Text
"oblong; rectangle
「家」という単語は、草木に囲まれ、幸せな家族が住んでいる屋根や煙突がある||長＊＊||の建物、という心象を呼び起こす。
この構成において、三角形の代わりに||長＊＊||を用いても類似の困難が生ずる。
正方形は||長＊＊||のうちの一つですし、||長＊＊||は平行四辺形の一つです。
||長＊＊||の向かい合う辺は平行です。
||長＊＊||の対辺は平行である。","ちょうほうけい,長方形","",Guess the term having 3 (Grade-2 level) Kanji or its reading(not strictly same reading as one in the example),Text
"domestic air route; domestic airline (company)
喫煙は今では、全ての||国＊＊||のフライトで禁止されている。
私の父は||国＊＊||のパイロットです。","こくないせん,国内線","",Guess the term having 3 (Grade-2 level) Kanji or its reading(not strictly same reading as one in the example),Text
"official language
スイスには幾つかの||公＊＊||がある。
ペルーの||公＊＊||って、何なの？
弊社の||公＊＊||は日本語です。
当社の||公＊＊||は日本語です。
我が社の||公＊＊||は日本語です。","こうようご,公用語","",Guess the term having 3 (Grade-2 level) Kanji or its reading(not strictly same reading as one in the example),Text
"holiday resort; tourist resort
その||行＊＊||はとてもいきやすい。
ハワイは旅行者に人気の||行＊＊||だ。
||行＊＊||は観光客でいっぱいだ。","こうらくち,行楽地","",Guess the term having 3 (Grade-2 level) Kanji or its reading(not strictly same reading as one in the example),Text
"cross-national
||国＊＊||の紛争は平和的に解決されなければならない。
彼らは||国＊＊||の紛争を解決しなければならない。
条約というのは、いわば、||国＊＊||の契約である。","こっかかん,国家間","",Guess the term having 3 (Grade-2 level) Kanji or its reading(not strictly same reading as one in the example),Text
"current Diet session
政府が||今＊＊||への改正案提出の見送り方針を固めたことを歓迎する一方、小泉首相が提出断念を明言していない点を警戒する声も上がった。","こんこっかい,今国会","",Guess the term having 3 (Grade-2 level) Kanji or its reading(not strictly same reading as one in the example),Text
"mackerel pike; Pacific saury (Cololabis saira)
日本の秋の味覚といえば、皆さんは何を思い浮かべますか？ 私は何といっても||秋＊＊||です。","さんま,秋刀魚","",Guess the term having 3 (Grade-2 level) Kanji or its reading(not strictly same reading as one in the example),Text
"one's mother tongue; one's native language
インターネットを使って異国語を学ぶものがいる一方、一日1$以下で暮らし||自＊＊||さえ読めないものがいる。","じこくご,自国語","",Guess the term having 3 (Grade-2 level) Kanji or its reading(not strictly same reading as one in the example),Text
"statement of account
||計＊＊||は四半期ごとに郵送されます。","けいさんしょ,計算書","",Guess the term having 3 (Grade-2 level) Kanji or its reading(not strictly same reading as one in the example),Text
"this morning
スミス先生は||今＊＊||、日本を出国されました。
||今＊＊||から頭痛がひどい。","けさがた,今朝方","",Guess the term having 3 (Grade-2 level) Kanji or its reading(not strictly same reading as one in the example),Text
"factory manager; plant superintendent; works man..
社長は生産計画について||工＊＊||に相談する。","こうじょうちょう,工場長","factory manager; plant superintendent; works manager",Guess the term having 3 (Grade-2 level) Kanji or its reading(not strictly same reading as one in the example),Text
"foreign-origin word; loanword (in Japanese, esp...
最近の日本語って、||外＊＊||が多いよね。","がいらいご,外来語","foreign-origin word; loanword (in Japanese, esp. those of Western origin)",Guess the term having 3 (Grade-2 level) Kanji or its reading(not strictly same reading as one in the example),Text
"foreign language
なんでこれだけ||外＊＊||？
俺は||外＊＊||、好きだよ。
||外＊＊||を学ぶのは難しい。
||外＊＊||を学ぶ事はむずかしい。
彼は||外＊＊||の上達が早い。
私は||外＊＊||が好きですよ。
私は||外＊＊||を好みますよ。","がいこくご,外国語","",Guess the term having 3 (Grade-2 level) Kanji or its reading(not strictly same reading as one in the example),Text
"Cantonese (language)
なぜ||広＊＊||を学んだのですか？
||広＊＊||と北京語って何が違うのかな？","カントンご,広東語","",Guess the term having 3 (Grade-2 level) Kanji or its reading(not strictly same reading as one in the example),Text
"coursebook; schoolbook; textbook
あの||教＊＊||はもう古い。
この||教＊＊||はよい。
これはいい||教＊＊||だね。
これはよい||教＊＊||だ。
どの||教＊＊||、使ってる？
||教＊＊||は、高い。
||教＊＊||を買うのを忘れてた。","きょうかしょ,教科書","",Guess the term having 3 (Grade-2 level) Kanji or its reading(not strictly same reading as one in the example),Text
"about this time
彼らは||今＊＊||もう家に着いているころだ。","いまじぶん,今時分","",Guess the term having 3 (Grade-2 level) Kanji or its reading(not strictly same reading as one in the example),Text
"citation source; quotation source; reference sou..
||引＊＊||はどこですか？","いんようもと,引用元","citation source; quotation source; reference source",Guess the term having 3 (Grade-2 level) Kanji or its reading(not strictly same reading as one in the example),Text
"fish market
||魚＊＊||の景気はどうですか。","うおいちば,魚市場","",Guess the term having 3 (Grade-2 level) Kanji or its reading(not strictly same reading as one in the example),Text
"coloring; colouring; feel; flavour; hue; look; n..
あの写真、きれいな||色＊||いですね。
この||色＊||い、しっくりこないな。
その建物は実に美しい||色＊||いの大理石でできている。
もっと明るい||色＊||いのが欲しいんです。
彼女のスカートは明るい||色＊||いの緑だった。
||色＊||いも気に入ってます。","いろあい,いろあわい,色合","coloring; colouring; feel; flavour; hue; look; nuance; sense; shade (of colour); tinge; tint; tone",Guess the term having 2 (Grade-2 level) Kanji or its reading(not strictly same reading as one in the example),Text
"dark-skinned; swarthy
ジョンは、日本でソフトウェア会社のマネージャーをしていました。彼はハワイ出身の日本人で、カッコよくて||色＊||。がっちりとした体つきでした。
ジョンは、日本にあるソフト会社でマネージャーをしてたよ。ハワイ出身の日本人で、ハンサムで||色＊||。いい体格をしてたよ。","いろぐろ,色黒","",Guess the term having 2 (Grade-2 level) Kanji or its reading(not strictly same reading as one in the example),Text
"edge or corner of a stone
何時になく疲れが早く出て、私は、とある||岩＊||に腰を下ろしました。","いわかど,岩角","",Guess the term having 2 (Grade-2 level) Kanji or its reading(not strictly same reading as one in the example),Text
"rocky area; rocky stretch (of a climb); rocky tr..
雨が||岩＊||の窪んだところにいくつもの水溜まりを作っていた。","いわば,岩場","rocky area; rocky stretch (of a climb); rocky tract; wall (of rock)",Guess the term having 2 (Grade-2 level) Kanji or its reading(not strictly same reading as one in the example),Text
"citation; quotation; reference
この||引＊||はどこから持ってきたの？
この||引＊||はどこにあったの？
ミルトンを||引＊||をした。
||引＊||した問題ではありませんが、関係代名詞と関係副詞の使い分けを問う問題がリーディングセクションにはあります。
彼はよく聖書から||引＊||する。
彼女はキーツの詩を||引＊||した。","いんよう,引用","",Guess the term having 2 (Grade-2 level) Kanji or its reading(not strictly same reading as one in the example),Text
"sea breeze
涼しい||海＊||が吹いています。","うみかぜ,かいふう,海風","",Guess the term having 2 (Grade-2 level) Kanji or its reading(not strictly same reading as one in the example),Text
"down; feathers; plumage
その||羽＊||まくらが高そうです。
マリはニワトリの||羽＊||をむしり取るのに忙しい。
雄のくじゃくは尾の||羽＊||が色彩豊かである。","うもう,羽毛","",Guess the term having 2 (Grade-2 level) Kanji or its reading(not strictly same reading as one in the example),Text
"house for sale
これは貸家だ、||売＊||ではない。
私は新聞に||売＊||の広告を出した。","うりいえ,うりや,売家","",Guess the term having 2 (Grade-2 level) Kanji or its reading(not strictly same reading as one in the example),Text
"demand; sales
彼女の本はかなりの||売＊||きだ。","うれゆき,売行","",Guess the term having 2 (Grade-2 level) Kanji or its reading(not strictly same reading as one in the example),Text
"sea of clouds
天気に恵まれず、||雲＊||を見ることはできませんでした。","うんかい,雲海","",Guess the term having 2 (Grade-2 level) Kanji or its reading(not strictly same reading as one in the example),Text
"domestic and foreign; home and abroad; inside an..
あの政治家は||内＊||の事情に精通している。
その建物は||内＊||ともぼろぼろになっている。
その科学者は国の||内＊||で有名である。","うちそと,ないがい,内外","domestic and foreign; home and abroad; inside and outside; inside and outside the country; interior and exterior; about; approximately; around",Guess the term having 2 (Grade-2 level) Kanji or its reading(not strictly same reading as one in the example),Text
"(sound of) singing; singing voice
あなたの||歌＊||が聞こえてきたわ。
彼女の||歌＊||が聞こえてきた。
彼女の||歌＊||はとても表現力豊かだ。
毎朝彼女の||歌＊||が聞こえてくる。
良い||歌＊||だね。","うたごえ,かせい,歌声","",Guess the term having 2 (Grade-2 level) Kanji or its reading(not strictly same reading as one in the example),Text
"votive tablet; wooden tablet usu. filled out wit..
私はせっかく社まで登ったのだから、||絵＊||を納めました。","えうま,えま,絵馬","votive tablet; wooden tablet usu. filled out with a prayer and one's name and hung up at a shrine or temple; orig. picturing a horse, as a stand-in for a donation of a live horse",Guess the term having 2 (Grade-2 level) Kanji or its reading(not strictly same reading as one in the example),Text
"deep sea; ocean
傷むのを防ぐために、||遠＊||で捕獲した魚は直ちに冷却される。","えんかい,遠海","",Guess the term having 2 (Grade-2 level) Kanji or its reading(not strictly same reading as one in the example),Text
"distant place; long way
はるか||遠＊||に稲妻が走るのが見えた。
彼は||遠＊||に船を見つけた。
旅人は||遠＊||に明かりを見て喜んだ。
朋有り||遠＊||より来る、また楽しからずや。
私達は||遠＊||に煙をみた。
||遠＊||に城が見えた。
||遠＊||に街が見えた。","えんぽう,おちかた,遠方","",Guess the term having 2 (Grade-2 level) Kanji or its reading(not strictly same reading as one in the example),Text
"amber; yellow
これは||黄＊||のバラだ。
バナナは||黄＊||です。
私は||黄＊||が好きです。
花は||黄＊||い。
葉は秋に||黄＊||くなる。
||黄＊||じゃなくて、緑。
||黄＊||のもあるよ。","おうしょく,きいろ,こうしょく,黄色","",Guess the term having 2 (Grade-2 level) Kanji or its reading(not strictly same reading as one in the example),Text
"at this time (of the day); modern times; nowaday..
||今＊||、ああいう七三分けの髪型は珍しいよね。
||今＊||の子はそんなことしないよ。
小柄な人と付き合うと、守られてるって感じがしなくて、中学生と出かけてるようなそんな気がするんだよね。だけど、||今＊||、身長なんて気にする人はもうほとんどいないよね？
小柄な人と付き合うとね、守られてるって感じがしなくて、中学生と出かけてるような感覚になるんだよ。でも、||今＊||、身長なんて気にしない人の方が多いよね？
彼女は||今＊||の女の子だ。
昔は若者たちが羊を描いておいてと訊いていたのに|","いまどき,こんじ,今時","at this time (of the day); modern times; nowadays; present day; these days
currently; now; nowadays; present day; presently; these days",Guess the term having 2 (Grade-2 level) Kanji or its reading(not strictly same reading as one in the example),Text
"(street) market; (town) market; marketplace
(str..
その新型車が||市＊||に出ている。
その町には||市＊||がある。
||市＊||に入ります。
||市＊||に行く。
彼は||市＊||に出す牛を育てている。
私は||市＊||に行きます。
週末に偽札が||市＊||にあふれた。","いちば,しじょう,市場","(street) market; (town) market; marketplace
(street) market; exchange; market (financial, stock, domestic, etc.); marketplace",Guess the term having 2 (Grade-2 level) Kanji or its reading(not strictly same reading as one in the example),Text
"at what time; how soon; normal times; ordinary d..
いま||何＊||ですか？
そうねえ、||何＊||。
今、||何＊||ですか。
会議は||何＊||から？
||何＊||ごろ？
||何＊||ですか。
夕食は||何＊||ですか。","いつ,なんじ,なんどき,何時","at what time; how soon; normal times; ordinary days; when
what time; which hour
what time; at what moment; when",Guess the term having 2 (Grade-2 level) Kanji or its reading(not strictly same reading as one in the example),Text
"wind that blows from north to north-east during ..
その火は||東＊||にあおられて市の中心部を焼き尽くした。
強い||東＊||が我々の顔に激しく吹き付けた。","あゆ,こち,こちかぜ,とうふう,ひがしかぜ,東風","wind that blows from north to north-east during spring and summer along the coast of the Sea of Japan
east wind; spring wind",Guess the term having 2 (Grade-2 level) Kanji or its reading(not strictly same reading as one in the example),Text
"home phone number; home telephone
consumer elect..
安い||家＊||は壊れやすいからコスパ的には微妙だよね？","いえでん,かでん,家電","home phone number; home telephone
consumer electronics; home appliances; household (electrical) appliances",Guess the term having 2 (Grade-2 level) Kanji or its reading(not strictly same reading as one in the example),Text
"method; route; way (of doing); way (of going)
(o..
トムは保釈中に||行＊||をくらました。
容疑者の||行＊||はまだ分からない。
彼の||行＊||は誰にもわからない。
彼の||行＊||を知る者は誰もいない。
杳として||行＊||が知れない。
||行＊||が分からなくなった子を捜してるんです。","いきかた,ゆきかた,いきがた,ゆきがた,ゆくえ,行方","method; route; way (of doing); way (of going)
(one's) whereabouts
(one's) whereabouts; course (of events); destination; development; direction; future; journey ahead; outcome; tide; where one is headed",Guess the term having 2 (Grade-2 level) Kanji or its reading(not strictly same reading as one in the example),Text
"cue; sign; signal
いつでも||合＊||して。
||合＊||の笛がなった。
||合＊||を見てとる。
彼に近づくよう||合＊||した。
彼は止まれと||合＊||した。
彼は私に手で||合＊||した。
彼女に座るように||合＊||した。","あいず,合図","",Guess the term having 2 (Grade-2 level) Kanji or its reading(not strictly same reading as one in the example),Text
"break; interval; pause; spare moment
勉強の||合＊||に、例文を追加してみる。
勉強の||合＊||に私はテレビをみた。
彼は||合＊||に釣りに行った。
木立の||合＊||から家が見えます。
私は仕事の||合＊||によく漫画を読みます。","あいま,合間","",Guess the term having 2 (Grade-2 level) Kanji or its reading(not strictly same reading as one in the example),Text
"morning market
彼らは捕り立ての魚を||朝＊||で売ってくれる。
明日は、||朝＊||に行こう。","あさいち,朝市","",Guess the term having 2 (Grade-2 level) Kanji or its reading(not strictly same reading as one in the example),Text
"bell (e.g. of a trumpet); funnel-shaped object; ..
||朝＊||に釣瓶とられて、貰ひ水。","あさがお,朝顔","bell (e.g. of a trumpet); funnel-shaped object; funnel-shaped urinal; ivy morning glory; Japanese morning glory (Ipomoea nil); picotee morning glory; rose of Sharon (Hibiscus syriacus)",Guess the term having 2 (Grade-2 level) Kanji or its reading(not strictly same reading as one in the example),Text
"early hours; early in the morning; early morning
彼の容態はどちらかと言うと||朝＊||より悪くなっていた。","あさがた,朝方","",Guess the term having 2 (Grade-2 level) Kanji or its reading(not strictly same reading as one in the example),Text
