Question,Answer,Comment,Instruction,Render As
"「今日ね、久しぶりに海藻を食べてみたんだけど、美味しかった」「日本ではよく食〇にあがるんだけど、アメリカではあまりあがらないの？」「普通の家ではよく出てるみたいだよ。でも、僕んちではあまり出てこないよ」
フォークは裕福な人々の食〇に入ってきたが、イギリスのエリザベス１世やフランスのルイ１４世など、王家の人たちの多くは指で食事をしていた。
もしかして、食〇の上に置きっぱなし？冷蔵庫に入れておかないと、腐っちゃうよ。",卓,"卓:eminent;table;desk;high",Guess the hidden Kanji,Text
"いく層もの〇業者の存在が特色である日本の流通機構は、複雑でコストもかかる。
〇売り業者は取引から手を引こうとするかもしれません。
今朝、山羽さんが〇で胡桃を３０キロ買いました。",卸,"卸:wholesale",Guess the hidden Kanji,Text
"花粉よりも小さな黄砂をマスクでどれだけ防ぐことが出来るのか？花粉よりもずっと〇介者のように思います。
さらに〇介なことに、彼は近所の人に迷惑をかけていることにさえ気づいていない。
裏切り者の素性を追ってみれば、その裏切り者が家族の〇介者だとわかるでしょう。",厄,"厄:unlucky;misfortune;bad luck;disaster",Guess the hidden Kanji,Text
"彼の打率は３割４分３〇で、ホームランは５４本であった。
銭〇を大切にすれば大金はおのずとたまる。",厘,"厘:rin;1/10 sen;1/10 bu",Guess the hidden Kanji,Text
"この恋の莟は皐月の風に育てられて、〇逢うまでには美しゅう咲くであろう。
この大分類には、金融業〇は保険業を営む事業所が分類される。
この情報は〇聞きで知ったので、間違っているかもしれません。",又,"又:or again;furthermore;on the other hand",Guess the hidden Kanji,Text
"「トムとジョンって一卵性〇生児とは聞いてたけど、本当によく似てるよね？」「似てる似てる。親にも時々間違えられるって言ってたよ。あの二人はほんと、已己巳己だよ」
運命の人に会えたとしても，幸せになれるとは限らない。彼なんて結婚して子供は〇子が生まれてバラ色の人生かと思った矢先に家族がみんな夜盗に殺された。
しかしながら、このストライキは平和的ではなく、マーテイン・ルーサー・キング・ジュニア牧師は労使〇方に忍耐と平静さを求めた。",双,"双:pair;set;comparison;counter for pairs",Guess the hidden Kanji,Text
"彼がパブロと結婚するつもりだと公に宣言したとき、彼の祖母は心臓が止まりそうになったし、彼の〇母は目玉が飛び出してしまいそうだった。でも彼の妹は鼻高々だった。
あなたの〇母さんのくれた有難迷惑なあのプレゼントだけど、どうしたものかしらね。みっともなくてとても壁にはかけられないし。
私の〇父さんの農場の七面鳥たちは非常にやかましい。誰かにさっさと食べられたらいいのにと心底願っています。",叔,"叔:uncle;youth",Guess the hidden Kanji,Text
"私の〇母は生〇健康に恵まれた。
〇母は幸せな生〇を送った。",叔涯,"叔:uncle;youth
涯:horizon;shore;limit;bound",Guess the hidden Kanji,Text
"不定詞の形容詞的用法には２種類あり、①限定用法、②〇述用法。②はもちろん主格補語です。
彼の自〇伝が今日発売され、午前中に完売した。
私は〇事詩よりも〇情詩の方が好きだ。",叙,"叙:confer;relate;narrate;describe",Guess the hidden Kanji,Text
"長〇は同じようなその冬の今年と去年、去年とその前年、それからそれと幾年も溯って何心なく考えて見ると、人は成長するに従っていかに幸福を失って行くものかを明かに経験した。
僕が昼飯を喰っている時、〇弥は僕のところへやって来て、飯の給仕をしてくれながら太い指にきらめいている宝石入りの指輪を嬉しそうにいじくっていた。
ひとの声に似た不気味な鳴き声、漆黒の羽、死肉を啄む姿などから、鴉は不幸に舞い降りる不〇な鳥として世界に知られています。",吉,"吉:good luck;joy;congratulations",Guess the hidden Kanji,Text
"理論をより詳しく〇味する前に、いくつかの指摘をしておきたい。
うちは、安手の居酒屋じゃないんですからね、放歌高〇はお断り。
社の弁護士に暫定合意の内容を〇味してもらおう。",吟,"吟:versify;singing;recital",Guess the hidden Kanji,Text
"アメリカでは、すべてが可能であることを疑い、我々の開拓者の頃の夢が現代に生きているかを怪しみ、民主主義の力に疑問を〇する人がまだいるなら、今夜がその答えだ。
昔気質な祖父が近ごろの女子の服装について苦言を〇しています。
ウイルス学の専門家が政府の感染予防対策に対して苦言を〇した。",呈,"呈:display;offer;present;send;exhibit",Guess the hidden Kanji,Text
"ドジャースとジャイアンツが〇越同舟でやってきた。
山羽さんが乞食に胡桃を〇れてやりました。",呉,"呉:give;do something for;kingdom of Wu",Guess the hidden Kanji,Text
"「トム、腹が鳴ってるぞ」「うん、わかってるよ。一日ずっと、何も口にしてないんだ」「〇れな奴め！」
この雪の降る中に坐っているのは可〇そうだったから、小銭を投げてやって来た。
「愛と〇しみの果て」は俗受けしたけど何といっても映像のきれいな映画だった。",哀,"哀:pathetic;grief;sorrow;pathos;pity;sympathize",Guess the hidden Kanji,Text
"「大学では何勉強してるの？」「〇学」「〇学？ そんなの勉強して何の役に立つの？」「役に立たないことの大切さを学べるんだよ」
ヘーゲルの弁証法の秘密は究極的に次のポイントにだけ存在する；神学を経て〇学を否定するために〇学を経て、神学を否定します。
ラッセルは、ずば抜けた〇学者であったが、日常的なことは、ごく単純なことさえ全然出来なかった。",哲,"哲:philosophy;clear",Guess the hidden Kanji,Text
