Question,Answer,Comment,Instruction,Render as
"announcement","公示,予告,公表,内示,差し控える,放送,宣言,公布,案内,告知,時報,前触れ,預かる,広告,発令,披露,社告,通告,発表,顔触れ,表明,速報,顔ぶれ","公示 public announcement
予告 preliminary announcement
公表 official announcement
内示 unofficial announcement
差し控える withhold(announcement,comment,)
放送 announcement
宣言 announcement
公布 announcement
案内 announcement(arrival)
告知 announcement
時報 announcement
前触れ prior announcement
預かる withhold(announcement)
広告 announcement
発令 official announcement
披露 announcement
社告 (company)announcement
通告 announcement
発表 announcement
顔触れ announcement next day's match-ups
表明 announcement
速報 quick announcement
顔ぶれ announcement next day's match-ups",Guess Vocab related to Keyword,Text
"pressure","押す,加わる,圧力,高気圧,働き掛ける,低気圧,外圧,高血圧,臨界,加圧,弾圧,働きかける,突き上げる,押し,血圧,圧迫,締め付け,気圧,煩忙,高圧,追い上げる,苦肉の策,重圧","押す apply pressure above
加わる applied(heat,pressure)
圧力 pressure(political);pressure
高気圧 (atmospheric)pressure
働き掛ける pressure
低気圧 low(atmospheric)pressure
外圧 outside pressure;foreign pressure;external pres
高血圧 blood pressure
臨界 critical(mass,pressure,temperature,state,point,
加圧 increasing pressure
弾圧 pressure
働きかける pressure
突き上げる pressure superiors
押し pressure
血圧 blood pressure
圧迫 pressure
締め付け pressure
気圧 atmospheric pressure
煩忙 pressure business
高圧 pressure
追い上げる put pressure
苦肉の策 desperate measure taken under pressure necess
重圧 heavy pressure;",Guess Vocab related to Keyword,Text
"joint","中次ぎ,共著,付け根,中継ぎ,共催,板門店,共立,併設,接続,連名,合弁,共闘,共有,鎌,締結,合板,風呂,節,関節,提携,合作,連帯","中次ぎ joint
共著 joint authorship;joint work
付け根 joint
中継ぎ joint
共催 joint sponsorship(event);joint hosting
板門店 Joint Security Area(Korean Demilitarized Zone)
共立 joint
併設 joint establishment(schools different levels di
接続 joint
連名 joint signature
合弁 joint management
共闘 joint struggle
共有 joint ownership
鎌 gooseneck tenon mortise joint
締結 fastening(joint)
合板 joint publication;joint publication
風呂 base(wooden joint connecting blade hoe,spade,,h
節 joint
関節 joint(knee,elbow,)
提携 joint business
合作 joint work
連帯 joint",Guess Vocab related to Keyword,Text
"Ministry","内閣,同省,外務省,大蔵省,通産省,建設省,労働省,寮,厚生,運輸省,奉仕,政府,大蔵,文部科学省,厚生省,郵政省,本省,防衛庁,自治省,文部,法務省,文部省","内閣 ministry
同省 said ministry;same ministry
外務省 Ministry Foreign Affairs
大蔵省 Ministry Treasury(under ritsuryō);Ministry Fin
通産省 (former)Ministry International Trade Industry(
建設省 Ministry Construction
労働省 Ministry Labour(now Ministry Health,Labour Wel
寮 bureau(government department beneath ministry un
厚生 (former)Ministry Health Welfare
運輸省 Ministry Transport
奉仕 ministry
政府 ministry
大蔵 Ministry Finance
文部科学省 Ministry Education,Culture,Sports,Science Te
厚生省 (former)Ministry Health Welfare
郵政省 (former)Ministry Posts Telecommunications(now 
本省 minis",Guess Vocab related to Keyword,Text
"mistake","失態,犯す,人為的,落ち度,繕う,傑作,失敗,見損なう,間違い,誤る,漏らす,誤って,失点,見違える,誤り,錯誤,直す,非,違い,間違う,間違える,黒星","失態 mistake
犯す (mistake)
人為的 human-caused(mistake,error,disaster)
落ち度 mistake
繕う cover(mistake)
傑作 funny mistake
失敗 mistake
見損なう mistake
間違い mistake
誤る mistake
漏らす omit(mistake)
誤って mistake
失点 mistake
見違える mistake else
誤り mistake
錯誤 mistake
直す correct(mistake,bad habit,)
非 mistake
違い mistake
間違う mistake
間違える mistake else;mistake
黒星 mistake",Guess Vocab related to Keyword,Text
"contact","肌,渡り,接点,当たる,密着,担当者,抵触,付け,触れ合い,空振り,接触,疎遠,触発,窓口,消息,接する,避ける,触れる,触れ合う,連絡先,連絡","肌 body(context intimate bodily contact)
渡り contact
接点 contact(electrical,);point contact
当たる contact
密着 contact printing
担当者 contact
抵触 contact
付け contact move
触れ合い contact
空振り (punching)failing contact
接触 contact
疎遠 neglecting stay contact
触発 detonation contact;contact detonation
窓口 contact;point contact
消息 contact
接する bring contact;come contact
避ける avoid(physical contact);avoid(physical contact
触れる come contact
触れ合う come contact
連絡先 contact information(address,phone number,)
連絡 (making)contact",Guess Vocab related to Keyword,Text
"defense","受け,守り,固め,攻防,国防,弁解,守備,抑え,弁護,警備,攻守,破る,防衛,海上自衛隊,専守防衛,防衛施設庁,答弁,護国,防御,防空,防衛庁","受け defense
守り defense
固め defense
攻防 offense defense
国防 national defense
弁解 defense
守備 defense
抑え defense
弁護 defense
警備 defense
攻守 offense defense
破る break through(cordon,opponent's defense,)
防衛 defense
海上自衛隊 Maritime Self Defense Forces(Defence)
専守防衛 nonaggressive defense(policy)(defence)
防衛施設庁 Defense Facilities Administration Agency(Def
答弁 defense
護国 defense country
防御 defense
防空 air defense
防衛庁 Defense Agency(became Ministry Defense January",Guess Vocab related to Keyword,Text
"advantage","利かせる,便乗,長所,乗じる,つけ込む,便宜,乗ずる,優位,為に,為,利益,利,甘える,武器,投じる,利点,損得,益,得,損益","利かせる take advantage(influence)
便乗 taking advantage(opportunity)
長所 advantage
乗じる take advantage
つけ込む take advantage
便宜 advantage
乗ずる take advantage
優位 advantage
為に advantage
為 advantage
利益 advantage
利 advantage
甘える take advantage
武器 weapon(gain advantage)
投じる take advantage
利点 advantage
損得 advantage disadvantage
益 advantage
得 advantage
損益 advantage disadvantage",Guess Vocab related to Keyword,Text
"bureau","局,開局,同局,情報部,局員,内閣法制局,入国管理局,主税局,相談所,寮,国税局,部,総務局,部局,医薬,主計局,局長,法制局,総務部,部署","局 bureau
開局 opening(broadcasting station,post office,bureau
同局 said bureau(office,department,broadcasting stat
情報部 information bureau
局員 (bureau,post-office)staff
内閣法制局 Cabinet Legislation Bureau
入国管理局 Immigration Bureau
主税局 Tax Bureau
相談所 bureau
寮 bureau(government department beneath ministry un
国税局 taxation bureau
部 bureau
総務局 General Affairs Bureau
部局 bureau
医薬 Pharmaceutical Food Safety Bureau
主計局 budget bureau
局長 bureau director
法制局 Cabinet Legislation Bureau
総務部 general affairs department(bureau)
部署 bureau",Guess Vocab related to Keyword,Text
"defence","弁護,固め,受け,攻守,擁護,弁解,守り,守備,攻防,護国,国防,海上自衛隊,防御,警備,専守防衛,答弁,防衛,防空,防衛施設庁","弁護 defence
固め defence
受け defence
攻守 offence defence
擁護 defence
弁解 defence
守り defence
守備 defence
攻防 offence defence
護国 defence country
国防 national defence
海上自衛隊 Maritime Self Defense Forces(Defence)
防御 defence
警備 defence
専守防衛 nonaggressive defense(policy)(defence)
答弁 defence
防衛 defence
防空 air defence
防衛施設庁 Defense Facilities Administration Agency(Def",Guess Vocab related to Keyword,Text
"injury","傷,軽傷,損害,損傷,傷害,労災,害,受ける,労る,重傷,被害,養う,危害,繕う,故障,負傷,痛み,請ける,負う","傷 injury
軽傷 minor injury
損害 injury
損傷 injury
傷害 inflicting bodily injury;injury
労災 work-related injury
害 injury
受ける suffer(injury)
労る tend(injury)
重傷 serious injury
被害 injury
養う recuperate(injury,illness,)
危害 injury
繕う treat(illness,injury,)
故障 injury
負傷 injury
痛み injury
請ける suffer(injury)
負う suffer(injury)",Guess Vocab related to Keyword,Text
"instrument","舌,器具,刃物,引く,念書,楽器,名所,感度,用具,器械,刻み,弾く,波紋,機械,吹く,琴,緒,操る,道具","舌 reed(musical instrument)
器具 instrument
刃物 cutting instrument
引く play(stringed keyboard instrument)
念書 legal instrument
楽器 musical instrument
名所 part(instrument,)
感度 sensitivity(measuring instrument)
用具 instrument
器械 instrument
刻み rapping(percussion instrument)
弾く play(stringed keyboard instrument)
波紋 instrument made iron slits top
機械 instrument
吹く play(wind instrument)
琴 stringed instrument
緒 string(musical instrument,bow,)
操る play proficiently(musical instrument)
道具 instrument",Guess Vocab related to Keyword,Text
"mutual","共済,互助,共栄,共通,合意,交互,同士,投資信託,触れ合い,助け合い,往来,協賛,申し合わせ,意思疎通,相互,疎通,相互銀行,相互交流,関","共済 mutual aid
互助 mutual aid
共栄 mutual prosperity
共通 mutual
合意 mutual understanding
交互 mutual
同士 mutual
投資信託 mutual fund
触れ合い mutual touching
助け合い mutual aid(help)
往来 mutual visits
協賛 mutual aid
申し合わせ mutual agreement
意思疎通 (coming)mutual understanding
相互 mutual
疎通 (mutual)understanding
相互銀行 mutual savings bank
相互交流 mutual exchange
関 mutual life",Guess Vocab related to Keyword,Text
"religious","宗,信仰,勤める,勤め,信,予言,務める,儀礼,無残,宗門,教団,救い,宗教,救済,教祖,務め,寺院,教務,証","宗 tenets(religious sect)
信仰 (religious)faith
勤める conduct religious service
勤め Buddhist religious services
信 (religious)faith
予言 (religious)prophecy
務める conduct religious service
儀礼 (religious)observance
無残 breaking religious precept shame
宗門 (religious)denomination
教団 religious organisation;religious organization
救い (religious)salvation
宗教 religious affiliation;religious activity
救済 (religious)salvation
教祖 founder religious sect
務め Buddhist religious services
寺院 religious building
教務 religious affairs
証 testify(usu. Christian religious context)",Guess Vocab related to Keyword,Text
"benefit","公益,互助,効能,利,便宜,現物,得,利益,恩恵,操作,為,効用,手当,特典,手当て,益,潤う,給付","公益 public benefit
互助 benefit
効能 benefit
利 benefit
便宜 benefit
現物 kind(income,benefit,rent,taxes,investment,)
得 benefit
利益 benefit
恩恵 benefit
操作 manipulating(benefit)
為 benefit
効用 benefit
手当 benefit
特典 benefit
手当て benefit
益 benefit
潤う benefit
給付 benefit",Guess Vocab related to Keyword,Text
"criticism","批評,非難,浴びる,矛先,評,風当たり,公論,当たる,評論,鋭い,炎上,攻撃,雑音,批判,辛い,物議,難,論評","批評 criticism
非難 criticism
浴びる draw(criticism,attention,praise)
矛先 focus(attack,criticism,)
評 criticism
風当たり severe criticism
公論 unbiassed criticism;unbiased criticism
当たる right money(prediction,criticism,)
評論 criticism
鋭い cutting(remark,criticism,)
炎上 stirring storm criticism online(article,tweet,s
攻撃 criticism
雑音 irresponsible criticism
批判 criticism
辛い harsh(criticism)
物議 public criticism
難 criticism
論評 criticism",Guess Vocab related to Keyword,Text
"recovery","回復,全快,立ち直り,全治,完治,再生,軽快,奪回,奪還,再起,治癒,巻き返し,戻り,反発,復興,回収,復調,更生","回復 recovery;recovery(illness)
全快 complete recovery health
立ち直り recovery
全治 complete recovery
完治 complete recovery
再生 recovery
軽快 recovery
奪回 recovery
奪還 recovery
再起 recovery
治癒 recovery
巻き返し recovery
戻り recovery
反発 recovery
復興 recovery
回収 recovery
復調 recovery
更生 recovery",Guess Vocab related to Keyword,Text
"selection","募集,抜粋,選,人選,採択,選定,吟味,取り立て,抽出,選抜,選りすぐり,曲目,選任,特選,選択,選出,選別,選考","募集 selection
抜粋 selection
選 selection
人選 personnel selection
採択 selection
選定 selection
吟味 careful selection
取り立て selection(position)
抽出 selection(group)
選抜 selection
選りすぐり special selection
曲目 selection(music)
選任 selection
特選 special selection
選択 selection
選出 selection
選別 selection
選考 selection",Guess Vocab related to Keyword,Text
"flat","買い取り,寝る,伏せる,平ら,正座,枚数,まな板,定額,閑散,枚,平たい,座布団,変,面,干潟,部屋,電池切れ","買い取り flat fee
寝る lie flat(hair)
伏せる lie flat(ground)
平ら flat
正座 kneeling tops feet flat floor,sitting soles
枚数 number flat things
まな板 flat chest
定額 flat sum
閑散 flat
枚 counter thin,flat objects(sheets paper,plates,co
平たい flat
座布団 flat floor cushion when sitting kneeling
変 flat
面 counter broad,flat objects,levels stages,video g
干潟 tidal flat
部屋 flat
電池切れ going flat",Guess Vocab related to Keyword,Text
"formation","密集,地層,生成,打ち込む,布陣,番手,形成,誕生,組織,施工,組閣,陣容,構成,結党,成立,結成,編成","密集 close formation
地層 geological formation
生成 formation
打ち込む place stone opponent's formation
布陣 battle formation
番手 nth rank(battle formation)
形成 formation
誕生 formation
組織 formation
施工 formation
組閣 formation cabinet
陣容 battle formation
構成 formation
結党 formation(political)party
成立 formation
結成 formation
編成 formation",Guess Vocab related to Keyword,Text
"improvement","上達,回復,向上,充実,改修,改善,推敲,工夫,維持,整備,手直し,進化,改良,格段,治水,磨き,進歩","上達 improvement(skill,ability)
回復 improvement
向上 improvement
充実 improvement
改修 improvement
改善 improvement;kaizen(business philosophy continuo
推敲 improvement
工夫 dedication spiritual improvement(through Zen me
維持 improvement
整備 improvement
手直し improvement
進化 improvement
改良 improvement
格段 dramatic(improvement)
治水 river improvement
磨き improvement
進歩 improvement",Guess Vocab related to Keyword,Text
"reverse","半面,裏,裏側,反面,敗北,裏面,背,反対,裏返し,裏目,逆しま,翻す,逆立ち,覆す,逆,裏腹,逆輸入","半面 reverse
裏 reverse side
裏側 reverse(side)
反面 reverse
敗北 reverse
裏面 reverse
背 reverse
反対 reverse
裏返し reverse
裏目 reverse side
逆しま reverse
翻す reverse(decision)
逆立ち reverse
覆す reverse(decision)
逆 reverse
裏腹 reverse
逆輸入 (cultural,)reverse import(California rolls int",Guess Vocab related to Keyword,Text
"reward","無償,報,労る,懸賞,お礼,報いる,謝礼,報奨金,賞罰,礼金,報酬,褒美,ご褒美,見返り,礼,賞与,賞金","無償 reward
報 reward
労る reward
懸賞 reward
お礼 reward
報いる reward
謝礼 reward
報奨金 reward
賞罰 reward punishment
礼金 reward money
報酬 reward
褒美 reward
ご褒美 reward
見返り reward
礼 reward
賞与 reward
賞金 reward",Guess Vocab related to Keyword,Text
"sure","如何にも,果たして,定か,見届ける,必然,当確,間違いない,鉄板,確か,思い込む,違いない,手堅い,見極める,押す,案の定,確かめる,確実","如何にも sure
果たして sure enough
定か sure
見届ける sure;watch sure
必然 sure
当確 sure elected
間違いない sure
鉄板 sure thing
確か sure
思い込む feel sure
違いない sure
手堅い sure
見極める sure
押す sure
案の定 sure enough
確かめる sure
確実 sure",Guess Vocab related to Keyword,Text
"yet","依然として,未だ,未,尚,寝ぼける,依然,未婚,前途,尚且つ,未知,未発表,未だ未だ,未知数,未定,幼児,机上,癖に","依然として yet
未だ yet;yet;yet done
未 yet
尚 yet
寝ぼける yet quite awake
依然 yet
未婚 yet married
前途 distance yet cover
尚且つ yet
未知 yet known
未発表 yet announced
未だ未だ yet;there yet
未知数 yet known
未定 yet fixed
幼児 child 1 yet age
机上 yet implemented
癖に yet",Guess Vocab related to Keyword,Text
"alteration","改訂,変わり,改築,手直し,変更届,変移,変化,変造,替え,修正,変更,改造,変質,改定,改ざん,改正","改訂 alteration
変わり alteration
改築 structural alteration(building)
手直し minor alteration
変更届 alteration report
変移 alteration
変化 alteration
変造 alteration
替え alteration
修正 alteration
変更 alteration
改造 alteration
変質 alteration(character essence)
改定 alteration
改ざん alteration
改正 alteration",Guess Vocab related to Keyword,Text
"insurance","特約,保険,健康保険,労災,損害保険,国民健康保険,掛ける,保険金,社会保険,社会保険庁,火災保険,健保,生命保険,加入,生保,簡易保険","特約 rider(insurance)
保険 insurance
健康保険 health insurance
労災 workers' compensation insurance
損害保険 damage insurance
国民健康保険 national health insurance
掛ける apply(insurance)
保険金 insurance money;insurance payout
社会保険 social insurance
社会保険庁 Social Insurance Agency
火災保険 fire insurance
健保 health insurance
生命保険 life insurance
加入 taking(insurance)
生保 life insurance
簡易保険 postal life insurance",Guess Vocab related to Keyword,Text
"necessary","必至,無くてはならない,必然,無くちゃいけない,必然的,必需,無きゃいけない,必要,必需品,要件,無くてはいけない,随時,無くてはいけません,要員,必須,所要","必至 necessary
無くてはならない absolutely necessary
必然 necessary
無くちゃいけない absolutely necessary
必然的 necessary
必需 necessary
無きゃいけない absolutely necessary
必要 necessary
必需品 necessary article
要件 necessary condition
無くてはいけない absolutely necessary
随時 whenever necessary
無くてはいけません absolutely necessary
要員 (necessary)personnel
必須 necessary
所要 necessary",Guess Vocab related to Keyword,Text
"nuclear","核分裂,核,原子力,核融合,原水爆,原潜,核家族,核兵器,核武装,核弾頭,原子炉,臨界,原発,核燃料,核実験,炉心","核分裂 nuclear fission
核 nuclear weapons
原子力 nuclear power
核融合 nuclear fusion
原水爆 nuclear thermonuclear bombs
原潜 nuclear submarine
核家族 nuclear family
核兵器 nuclear weapon
核武装 nuclear arms
核弾頭 nuclear warhead
原子炉 nuclear reactor
臨界 (nuclear)criticality
原発 nuclear power plant;nuclear power generation
核燃料 nuclear fuel
核実験 nuclear(bomb)test
炉心 nuclear reactor core",Guess Vocab related to Keyword,Text
"reserve","予備,取る,気兼ね,残す,余力,予備費,存分,砕ける,任せる,申し込む,手放し,遠慮,控え,預かる,積立金,頼む","予備 reserve
取る reserve
気兼ね reserve
残す reserve
余力 reserve power
予備費 reserve funds
存分 reserve
砕ける throw reserve
任せる use reserve
申し込む reserve
手放し lack reserve(expressing emotions)
遠慮 reserve
控え reserve
預かる reserve(judgment)
積立金 reserve(fund)
頼む reserve",Guess Vocab related to Keyword,Text
"acceptance","納得,引き受け,受付,承諾,受諾,受け入れ,受け付け,受領,認め,採用,承知,観念,受理,市民権,許容","納得 acceptance
引き受け acceptance
受付 acceptance
承諾 acceptance
受諾 acceptance
受け入れ acceptance
受け付け acceptance
受領 acceptance
認め acceptance
採用 acceptance
承知 acceptance
観念 acceptance
受理 acceptance
市民権 widespread acceptance
許容 acceptance",Guess Vocab related to Keyword,Text
"blade","合わせる,剣,合わす,刃渡り,横手,刃,中身,葉,峰,羽,併せる,葉っぱ,羽根,身,風呂","合わせる put blade blade
剣 blade
合わす put blade blade
刃渡り length blade;walking barefoot edge sword blade
横手 feature sword blade
刃 blade
中身 (sword)blade
葉 blade(grass)
峰 blade
羽 blade(fan,propeller,)
併せる put blade blade
葉っぱ blade(grass)
羽根 blade(fan,propeller,)
身 blade(opposed handle)
風呂 base(wooden joint connecting blade hoe,spade,,h",Guess Vocab related to Keyword,Text
"capture","捕る,乗っ取り,乗っ取る,収める,抜く,捕まえる,略す,占領,捕らえる,捕える,捕獲,取り込む,逮捕,攻略,納める","捕る capture
乗っ取り capture
乗っ取る capture
収める capture(film)
抜く capture
捕まえる capture
略す capture
占領 capture
捕らえる capture(features);capture
捕える capture(features);capture
捕獲 capture
取り込む capture(image)
逮捕 capture
攻略 capture(enemy territory)
納める capture(film)",Guess Vocab related to Keyword,Text
"cooperation","共同,協賛,二人三脚,ご協力,協同,提携,国際協力事業団,協力,互助,共和,連係プレー,握手,協調,助け合い,連携","共同 cooperation
協賛 cooperation
二人三脚 cooperation singleness purpose(between compan
ご協力 cooperation
協同 cooperation
提携 cooperation
国際協力事業団 International Cooperation Agency(1974)
協力 cooperation
互助 cooperation
共和 cooperation
連係プレー (close)cooperation
握手 cooperation
協調 cooperation
助け合い cooperation
連携 cooperation",Guess Vocab related to Keyword,Text
"executive","中執,事務局,執行部,幹部,執行委員,専務,常務,副社長,官房長官,役員,幹事,総務部,役職,支配人,重役","中執 Central Executive Committee
事務局 executive office
執行部 executive
幹部 (executive)staff
執行委員 executive committee
専務 executive director
常務 executive director
副社長 executive vice-president
官房長官 Executive Secretary
役員 executive
幹事 executive secretary
総務部 executive section
役職 executive position
支配人 executive
重役 executive",Guess Vocab related to Keyword,Text
"exhibition","公開中,個展,入選,博,落選,博覧会,陳列,オープン戦,展示,開催,展覧会,発揮,公演,美術展,展示会","公開中 now showing(film,exhibition)
個展 solo exhibition;one-man exhibition;one-woman ex
入選 selected(prize,exhibition,)
博 exhibition
落選 accepted(prize,exhibition,)
博覧会 exhibition
陳列 exhibition
オープン戦 exhibition game
展示 exhibition
開催 holding(conference,exhibition,)
展覧会 exhibition
発揮 exhibition
公演 exhibition foreign country
美術展 art exhibition
展示会 exhibition",Guess Vocab related to Keyword,Text
"friendship","懇親,仲良し,暖める,温める,交際,交友,美しい,友好,親睦,友情,絶交,親交,親密,友愛,親善","懇親 friendship
仲良し close friendship
暖める renew(old friendship)
温める renew(old friendship)
交際 friendship
交友 friendship
美しい pure(heart,friendship,)
友好 friendship
親睦 friendship
友情 friendship
絶交 permanent breach friendship
親交 friendship
親密 friendship
友愛 friendship
親善 friendship",Guess Vocab related to Keyword,Text
