Question,Answer,Comment,Instruction,Render as
"top and bottom, left and right; up and down, lef..
トムを||上＊＊＊||前後探したが見つからない。","じょうげさゆう,上下左右","top and bottom, left and right; up and down, left and right",Guess the term having 4 (Grade-1 level) Kanji or its reading(not strictly same reading as one in the example),Text
"female college student; female university studen..
「ねぇ見て。カルボナーラ作ったよ」「あらっ。おいしそう」「俺さぁ、そこらの||女＊＊＊||より料理がうまい気がする」「ふぅん」","じょしだいせい,女子大生","female college student; female university student",Guess the term having 4 (Grade-1 level) Kanji or its reading(not strictly same reading as one in the example),Text
"elementary and middle school pupils
||小＊＊＊||なんて、まだまだ善悪の見分けも、現実と仮想の見分けもつかない。","しょうちゅうがくせい,小中学生","",Guess the term having 4 (Grade-1 level) Kanji or its reading(not strictly same reading as one in the example),Text
"male student
||男＊＊＊||たちはひっきりなしにふざけあっていた。
||男＊＊＊||同士が相合傘か、なかなかオツなシチュエーションだな。","だんしがくせい,男子学生","",Guess the term having 4 (Grade-1 level) Kanji or its reading(not strictly same reading as one in the example),Text
"young literary enthusiast
今の||文＊＊＊||はセンチメンタルになることを怖れている。これも傷つけられるのを怖れる一種のさもしい心のあらわれかも知れない。","ぶんがくせいねん,文学青年","",Guess the term having 4 (Grade-1 level) Kanji or its reading(not strictly same reading as one in the example),Text
"birth date; date of birth; DOB
||生＊＊＊||をご記入ください。
ここに||生＊＊＊||を書いてください。
||生＊＊＊||を教えてくださいますか？
あなたの||生＊＊＊||を書きなさい。
||生＊＊＊||は１９６０年２月１４日です。
||生＊＊＊||はいつ？","せいねんがっぴ,生年月日","",Guess the term having 4 (Grade-1 level) Kanji or its reading(not strictly same reading as one in the example),Text
"Nihon University
芳田氏は山形県に生まれ、||日＊＊＊||芸術学部油絵科を卒業する。","にほんだいがく,日本大学","",Guess the term having 4 (Grade-1 level) Kanji or its reading(not strictly same reading as one in the example),Text
"dirt cheap; very cheap
死んだ父が残した骨董類は、どれも||二＊＊＊||のガラクタに過ぎなかった。","にそくさんもん,二足三文","",Guess the term having 4 (Grade-1 level) Kanji or its reading(not strictly same reading as one in the example),Text
"being cleared of the charge (brought against one..
||青＊＊＊||の身となった。","せいてんはくじつ,青天白日","being cleared of the charge (brought against one); clear weather; having a clear conscience; having nothing to be ashamed of; having one's innocence proved",Guess the term having 4 (Grade-1 level) Kanji or its reading(not strictly same reading as one in the example),Text
"500 yen coin
机の上に置かれた||五＊＊＊||。それが夏休みの記憶です。
夏休みに限らず、土日に||五＊＊＊||が置かれていれば、いつも同じものを買っていた。
その日もそうだった。賽銭のように無造作に||五＊＊＊||が置かれていた。
十二時を過ぎる頃、||五＊＊＊||を握り締めて、お昼ご飯を買いに出かけた。","ごひゃくえんだま,五百円玉","",Guess the term having 4 (Grade-1 level) Kanji or its reading(not strictly same reading as one in the example),Text
"1am; 25; twenty five
伊部は||二＊＊||歳で医学博士になったくらいの秀才で、酒も煙草も飲まぬ、いわゆる品行方正の男だった。
||二＊＊||歳までに、彼女は異なる五つの国で暮らしてきた。
||二＊＊||ページの地図を見なさい。
五の五倍は||二＊＊||。","にじゅうご,二十五","",Guess the term having 3 (Grade-1 level) Kanji or its reading(not strictly same reading as one in the example),Text
"strength of a hundred people; tremendous strengt..
トムがうちのチームに来てくれれば、||百＊＊||だよ。","ひゃくにんりき,百人力","strength of a hundred people; tremendous strength",Guess the term having 3 (Grade-1 level) Kanji or its reading(not strictly same reading as one in the example),Text
"female student; schoolgirl
彼女は、||女＊＊||がやるように、手を口にあてて笑った。
彼女は母親の||女＊＊||時代の写真を見せてくれた。
虫も殺さぬ顔をしているが、二の腕に刺青があり、それを見れば、どんな中学生もふるえ上ってしまう。||女＊＊||は勿論である。","じょがくせい,女学生","",Guess the term having 3 (Grade-1 level) Kanji or its reading(not strictly same reading as one in the example),Text
"Japanese yen
||日＊＊||をアメリカドルに両替してください。
||日＊＊||からドルへの両替はどこでできますか？
これは||日＊＊||で五千円です。
今回、まだ両替していなかったので、||日＊＊||を人民元に替える必要があった。","にほんえん,日本円","",Guess the term having 3 (Grade-1 level) Kanji or its reading(not strictly same reading as one in the example),Text
"one-yen coin
||一＊＊||の原価は３円です。
||一＊＊||１枚作るのに、幾らかかるんだろう？
||一＊＊||を作るのに３円かかります。
||一＊＊||を水に浮かせ、そこに磁石をゆっくり近づけると、||一＊＊||は磁石に近づく。","いちえんだま,一円玉","",Guess the term having 3 (Grade-1 level) Kanji or its reading(not strictly same reading as one in the example),Text
"four characters; four letters
四字熟語とは||四＊＊||の熟語のことです。","よんもじ,四文字","",Guess the term having 3 (Grade-1 level) Kanji or its reading(not strictly same reading as one in the example),Text
"fourth-year student
彼は今ハーバード大学の||四＊＊||だ。","よねんせい,四年生","",Guess the term having 3 (Grade-1 level) Kanji or its reading(not strictly same reading as one in the example),Text
"December; twelfth month of the lunar calendar
||十＊＊||は一年の最後の月です。
一年の十二ヶ月とは、一月、二月、三月、四月、五月、六月、七月、八月、九月、十月、十一月、||十＊＊||です。
||十＊＊||八日の開戦をスクープした夜、主筆として、眠れぬ夜を過ごした。
応募書類を記入して||十＊＊||の二日までに送り返してください。","じゅうにがつ,十二月","",Guess the term having 3 (Grade-1 level) Kanji or its reading(not strictly same reading as one in the example),Text
"20 days; 20th day of the month
トムは十月||二＊＊||にそれができると思っていた。
十月||二＊＊||の二時半に会えますか？
今日は金曜日、十月||二＊＊||だ。
卒業式は三月||二＊＊||に行われます。
私は||二＊＊||までに帰るつもりです。","にじゅうにち,はつか,二十日","",Guess the term having 3 (Grade-1 level) Kanji or its reading(not strictly same reading as one in the example),Text
"Red Cross
||赤＊＊||は病院に血液を供給した。
||赤＊＊||は被災者に食料と医療を分配した。
トムは||赤＊＊||のボタンをつけている。
5月8日は世界||赤＊＊||デーです。
彼らは||赤＊＊||にお金を寄付した。
||赤＊＊||は難民たちに食糧を配った。
避難民は||赤＊＊||の避難所に避難していた。
私たちは||赤＊＊||運動に参加する。
彼女は||赤＊＊||に寄付した。
||赤＊＊||は災害の被害者を直ちに救援する。","せきじゅうじ,赤十字","",Guess the term having 3 (Grade-1 level) Kanji or its reading(not strictly same reading as one in the example),Text
"astronomy
||天＊＊||は決して新しい科学ではない。
彼は||天＊＊||に興味があるようだ。
||天＊＊||と占星学とは何が違うでしょう？
||天＊＊||は天体の科学である。
||天＊＊||は恒星と惑星を扱う。
僕は||天＊＊||が大好きだよ。
||天＊＊||が大好きなんだ。
||天＊＊||は宇宙の科学である。
彼は||天＊＊||の専門家だ。
彼らは||天＊＊||に非常に興味を持っている。","てんもんがく,天文学","",Guess the term having 3 (Grade-1 level) Kanji or its reading(not strictly same reading as one in the example),Text
"highly favoured; very popular;adultness; maturit..
ダックスフント・ソーセージは、最初ニューヨークで||大＊＊||になった。とりわけ野球の試合の時である。
我が社のショールームは若い女性に||大＊＊||だった。
今、声優は||大＊＊||の職業らしい。","おとなげ,だいにんき,大人気","highly favoured; very popular;adultness; maturity;adultness; maturity;highly favoured; very popular",Guess the term having 3 (Grade-1 level) Kanji or its reading(not strictly same reading as one in the example),Text
"30 days; 30th day of the month;last day of the m..
彼は||三＊＊||で太平洋を渡った。
||三＊＊||間を超える、綿密なインタビューの成果だろう。","みそか,さんじゅうにち,三十日","30 days; 30th day of the month;last day of the month;last day of the month;30 days; 30th day of the month",Guess the term having 3 (Grade-1 level) Kanji or its reading(not strictly same reading as one in the example),Text
"Japanese person
あの家族は||日＊＊||の食べ物の好みに詳しいんだよ。彼らはかなりの数の||日＊＊||留学生を受け入れているんだ。
||日＊＊||は目が黒い。
私は||日＊＊||である。
彼は||日＊＊||ですか？
彼は||日＊＊||です。
彼女は||日＊＊||です。
私は||日＊＊||です。
||日＊＊||ほど自然を眺める国民はない。そして||日＊＊||ほど自然を知らない国民はない。
それは||日＊＊||形だ。
||日＊＊||ですか。","にほんじん,にっぽんじん,日本人","",Guess the term having 3 (Grade-1 level) Kanji or its reading(not strictly same reading as one in the example),Text
"100 yen coin
||百＊＊||ではなくて、瓶の栓でした。","ひゃくえんだま,百円玉","",Guess the term having 3 (Grade-1 level) Kanji or its reading(not strictly same reading as one in the example),Text
"(an) only child;(an) only child
父の懐におられる||一＊＊||の神が、神を解き明かされたのである。
||一＊＊||供がいます。
神は、実に、その||一＊＊||をお与えになったほどに、世を愛された。
信じないものは神の||一＊＊||の御名を信じなかったので、すでに裁かれている。","ひとりご,ひとりっこ,一人子","",Guess the term having 3 (Grade-1 level) Kanji or its reading(not strictly same reading as one in the example),Text
"crescent moon; new moon
足で||三＊＊||を踏んでいる。
トゥロットは斜面をかけ上つて、ジャンヌのお手からチョコレイトを一きれと、||三＊＊||パンを一つうけとると、またお山の方へもどつて来ました。
トゥロットは斜面をかけ上って、ジャンヌの手からチョコレイトを1きれと、||三＊＊||パンを1つうけとると、また山の方へもどって行きました。","みかずき,みかづき,三日月","",Guess the term having 3 (Grade-1 level) Kanji or its reading(not strictly same reading as one in the example),Text
"young lancefish; young sand lance
福島県で取った||小＊＊||から、基準値を超える量の放射性セシウムが検出されました。","こうなご,小女子","",Guess the term having 3 (Grade-1 level) Kanji or its reading(not strictly same reading as one in the example),Text
"Tuesday, Thursday and Friday
由紀子ちゃんは、明日以降、||火＊＊||のシフトで出勤してくれればいいから。","かもくきん,火木金","",Guess the term having 3 (Grade-1 level) Kanji or its reading(not strictly same reading as one in the example),Text
"three legs (two legs and a cane)
朝は四本足、昼は二本足、夕は||三＊＊||で歩くものは何か？","さんぼんあし,三本足","",Guess the term having 3 (Grade-1 level) Kanji or its reading(not strictly same reading as one in the example),Text
"cordoning off; cordoning-off sign; rope used to ..
今年は娘の||七＊＊||だ。
多くの子供たちが||七＊＊||の祝いに着飾っていた。
||七＊＊||は11月15日です。男の子は3歳と5歳、女の子は3歳と7歳にあたるその祭りに、子どもの成長を祝い、晴着を着せて神社に詣る。","しめ,しちごさん,七五三","cordoning off; cordoning-off sign; rope used to cordon off consecrated areas or as a talisman against evil;festival (shrine visit) by children aged 7, 5 and 3; lucky numbers 7, 5 and 3;festival (shrine visit) by children aged 7, 5 and 3; lucky numbers 7, 5 and 3;cordoning off; cordoning-off sign; rope used to cordon off consecrated areas or as a talisman against evil",Guess the term having 3 (Grade-1 level) Kanji or its reading(not strictly same reading as one in the example),Text
"car of Japanese make; Japanese car
彼は||日＊＊||を持ってるんだよ。
あの||日＊＊||見てみろよ。
||日＊＊||を持ってます。
大部分の||日＊＊||は信頼できる。
一般的に言って||日＊＊||は海外で人気が高い。
||日＊＊||の価格は、比較的高い。
||日＊＊||は海外でよく売れる。
||日＊＊||は、右ハンドルです。
||日＊＊||は右ハンドルです。
お宅に||日＊＊||があるなんて驚きですよ。","にほんしゃ,日本車","",Guess the term having 3 (Grade-1 level) Kanji or its reading(not strictly same reading as one in the example),Text
"Japanese text; Japanese writing
どうせ||日＊＊||化の粋などは連中には絶対わかるまい。
彼は||日＊＊||化のよさを認めています。
開国は||日＊＊||明に大きな影響をもたらした。
||日＊＊||化を十分に理解するためには、日本語を学ぶべきだ。
彼女は昨年初めて||日＊＊||化に触れた。
||日＊＊||はこの文と同じ意味じゃぁなかったから、リンクを解除したよ。
中国の影響がなければ、||日＊＊||化は今日の姿になっていないだろう。
||日＊＊||化の文脈の中では当然と思われる微笑みも、外国人の間では、不気味な笑いとして多くの混乱を生み、また悪評が高い。
彼女は","にほんぶん,日本文","",Guess the term having 3 (Grade-1 level) Kanji or its reading(not strictly same reading as one in the example),Text
"17 days; 17th day of the month
この年の正月は十四日から||十＊＊||まで四日間の雪を見た。","じゅうななにち,じゅうしちにち,十七日","",Guess the term having 3 (Grade-1 level) Kanji or its reading(not strictly same reading as one in the example),Text
"the big four (i.e. four leaders in a given field..
||四＊＊||寺は日本最古の寺です。
||四＊＊||も倒した、クソ長い地下迷宮もクリアした。","してんのう,四天王","the big four (i.e. four leaders in a given field); the Four Heavenly Kings (Dhrtarastra, Virudhaka, Virupaksa, and Vaisravana)",Guess the term having 3 (Grade-1 level) Kanji or its reading(not strictly same reading as one in the example),Text
"elementary school student; grade school student;..
この問題は難しすぎて||小＊＊||には解けないよ。
||小＊＊||は６年間学校に通う。
彼らはそのころ||小＊＊||でした。
最近の||小＊＊||って身長高いと思わない？
彼はまるで||小＊＊||のように赤くなった。
この本は、||小＊＊||の時に読んだよ。
中学受験をする||小＊＊||の人数が近年増えている。
メアリーは||小＊＊||のころ先生になることを夢見ていた。
シャーペンで遊んで、||小＊＊||かっての！
||小＊＊||のころはパイロットになるのが夢でした。","しょうがくせい,小学生","elementary school student; grade school student; primary school student",Guess the term having 3 (Grade-1 level) Kanji or its reading(not strictly same reading as one in the example),Text
"all year round
||一＊＊||雨が多い。
ハワイは||一＊＊||気候がよい。
そこは||一＊＊||暖かい。
||一＊＊||いつも同じでした。
||一＊＊||で一番いい季節ですね。
その山は||一＊＊||雪で覆われています。
その島は||一＊＊||あたたかい。
ここは、||一＊＊||暖かい。
その店は||一＊＊||ずっと開いている。
君と一緒だと、||一＊＊||が夏だ。","いちねんぢゅう,いちねんじゅう,一年中","",Guess the term having 3 (Grade-1 level) Kanji or its reading(not strictly same reading as one in the example),Text
"annual; annual plant
アサガオには、||一＊＊||と多年草とがあります。","いちねんそう,一年草","",Guess the term having 3 (Grade-1 level) Kanji or its reading(not strictly same reading as one in the example),Text
"eleventh month of the lunar calendar; November
一年の十二ヶ月とは、一月、二月、三月、四月、五月、六月、七月、八月、九月、十月、||十＊＊||、十二月です。
今日は、二千十六年||十＊＊||二十三日です。
誕生日は、||十＊＊||十日です。
ボスニア国境からの攻撃により、||十＊＊||にヴァリェヴォが占領された。","じゅういちがつ,十一月","",Guess the term having 3 (Grade-1 level) Kanji or its reading(not strictly same reading as one in the example),Text
"fine weather; splendid weather
一日中||上＊＊||だった。
その日は||上＊＊||となった。","じょうてんき,上天気","",Guess the term having 3 (Grade-1 level) Kanji or its reading(not strictly same reading as one in the example),Text
"central Japan
彼は大統領在職||中＊＊||を訪れた。","なかにっぽん,なかにほん,中日本","",Guess the term having 3 (Grade-1 level) Kanji or its reading(not strictly same reading as one in the example),Text
"in name; on paper
「でも、俺たち兄妹だろ！」「||名＊＊||ではね」
彼は||名＊＊||では首相だが、実際はそうではない。","めいもくじょう,名目上","",Guess the term having 3 (Grade-1 level) Kanji or its reading(not strictly same reading as one in the example),Text
"girls' school
その上、かれは美男であったから、||女＊＊||の教師には不適任であった。","じょがっこう,女学校","",Guess the term having 3 (Grade-1 level) Kanji or its reading(not strictly same reading as one in the example),Text
"annual plant; beginner; first-year pupil; first-..
なぜ一種の植物が||一＊＊||の草本になったり、多年生の木本になったりするのでしょうか。
||一＊＊||です。
私は高校||一＊＊||です。
母はため息をつきながら、高校||一＊＊||にもなった息子の頭をがしがしと撫でた。
わたしは去年||一＊＊||でした。
||一＊＊||は文章を書く時に言葉の間のスペースを使うのだろうか。","いちねんせい,一年生","annual plant; beginner; first-year pupil; first-year student; newcomer; novice; person who has been in a role for less than a year; annual",Guess the term having 3 (Grade-1 level) Kanji or its reading(not strictly same reading as one in the example),Text
"third-year pupil; third-year student
私の叔父は||三＊＊||を担当していました。","さんねんせい,三年生","",Guess the term having 3 (Grade-1 level) Kanji or its reading(not strictly same reading as one in the example),Text
"all day long; all the day; throughout the day
||一＊＊||上天気だった。
彼は||一＊＊||黙っていた。
彼は||一＊＊||歩き続けた。
||一＊＊||ブルーだった。
||一＊＊||雪だったんだ。
||一＊＊||寝てました。
私は||一＊＊||忙しかった。
||一＊＊||、雨だった。
彼は||一＊＊||眠った。
||一＊＊||海岸で遊んだ。","いちにちぢゅう,いちにちじゅう,一日中","",Guess the term having 3 (Grade-1 level) Kanji or its reading(not strictly same reading as one in the example),Text
"Saturday, Sunday and Monday
||土＊＊||の午前１０時半から午後４時まで開館。","どにちげつ,土日月","",Guess the term having 3 (Grade-1 level) Kanji or its reading(not strictly same reading as one in the example),Text
"middle-aged woman
その||中＊＊||性たちは途中ずっと大声で話しつづけていた。
ソーシャルゲームは40代の人が多くやっているらしいので、ターゲットを||中＊＊||性にしました。","ちゅうねんおんな,中年女","",Guess the term having 3 (Grade-1 level) Kanji or its reading(not strictly same reading as one in the example),Text
"(a) jump ahead; (a) step ahead
世界中のみなさん、大晦日はいかがお過ごしでしょうか？ ここミレニアム島では||一＊＊||に新年を迎えました。","ひとあしさき,一足先","",Guess the term having 3 (Grade-1 level) Kanji or its reading(not strictly same reading as one in the example),Text
"girls' school
トムめっちゃかわいいから、||女＊＊||に紛れ込んでても全然違和感ないと思うよ！
あの||女＊＊||は美しく小さい。
あの小さな||女＊＊||は美しい。
ボブのお父さんは||女＊＊||で教えています。
娘を||女＊＊||に入れた。","じょしこう,女子校","",Guess the term having 3 (Grade-1 level) Kanji or its reading(not strictly same reading as one in the example),Text
"capital letter; huge character 'dai' formed by f..
文は||大＊＊||で始まる。
姓だけを||大＊＊||で書きなさい。
名前を||大＊＊||で書いてください。
文の初めには||大＊＊||が用いられる。
アルファベットを||大＊＊||で書きなさい。
文の最初の語はすべて||大＊＊||ではじめなければならない。
文章は||大＊＊||で書き始めなくてはならない。
君の名前を||大＊＊||で書きなさい。
||大＊＊||でお名前を書いて。
文頭には||大＊＊||が使われる。","だいもんじ,おおもじ,大文字","capital letter; huge character 'dai' formed by fires lit on the side of a mountain in Kyoto on August 16 each year; large character; large writing; the (kanji) character 'dai' meaning 'big'; uppercase letter",Guess the term having 3 (Grade-1 level) Kanji or its reading(not strictly same reading as one in the example),Text
"junior high school; lower secondary school; midd..
||中＊＊||は家から遠かった？
日本では小学校と||中＊＊||に通うことは義務となっている。
フランスでは、英語は一般に||中＊＊||から教えられる。
父は||中＊＊||で英語を教えています。
うちのお姉ちゃん、||中＊＊||の頃、不良だったのよ。
この歌を聞くと私の||中＊＊||時代を思い出します。
私が通っていた小・||中＊＊||は、毎月避難訓練が行われていました。
彼は１２歳の時、つまり||中＊＊||に入学した時、英語を習いはじめた。
小学校を卒業して||中＊＊||に入学することが「大","ちゅうがっこう,中学校","junior high school; lower secondary school; middle school",Guess the term having 3 (Grade-1 level) Kanji or its reading(not strictly same reading as one in the example),Text
"junior high school student; middle school pupil
||中＊＊||の時、避暑旅行中に体調を崩した。
||中＊＊||の時、フランス語の勉強大好きだったな。
私たちは||中＊＊||です。
私は||中＊＊||ではありません。
彼は||中＊＊||になった。
懐かしい。||中＊＊||の頃に使ってた。
私には||中＊＊||の息子がいる。
私は||中＊＊||です。
トムは||中＊＊||の頃、私より少し背が低かったの。
特に理解力がある訳でもない普通の||中＊＊||です。","ちゅうがくせい,中学生","",Guess the term having 3 (Grade-1 level) Kanji or its reading(not strictly same reading as one in the example),Text
"elementary school; grade school; primary school
私は名古屋の||小＊＊||に通った。
この前||小＊＊||の同窓会に行った。
あなたは||小＊＊||に通っているの？
ここにもとは||小＊＊||があった。
||小＊＊||の先生達のことが懐かしい。
この間||小＊＊||のクラス会に出席した。
あの||小＊＊||はサッカーが強い。
弟は||小＊＊||へ通っています。
先日||小＊＊||のクラス会に出席した。
君、||小＊＊||に行ってるの？","しょうがっこう,小学校","",Guess the term having 3 (Grade-1 level) Kanji or its reading(not strictly same reading as one in the example),Text
"large, medium and small (businesses, rooms, etc...
||大＊＊||ありますがどれにしますか。","だいちゅうしょう,大中小","large, medium and small (businesses, rooms, etc.)",Guess the term having 3 (Grade-1 level) Kanji or its reading(not strictly same reading as one in the example),Text
"four legs; four-legged
朝は||四＊＊||、昼は二本足、夕は三本足で歩くものは何か？
犬は||四＊＊||である。","よんほんあし,四本足","",Guess the term having 3 (Grade-1 level) Kanji or its reading(not strictly same reading as one in the example),Text
"biennial; biennial plant; second-year pupil; sec..
マイクは高校||二＊＊||でアンも同学年だ。
おまえの従姉だったよな。||二＊＊||、現生徒会役員。部活はバスケで、副キャプテンを務めてる。
私は中学||二＊＊||です。","にねんせい,二年生","biennial; biennial plant; second-year pupil; second-year student",Guess the term having 3 (Grade-1 level) Kanji or its reading(not strictly same reading as one in the example),Text
"lowercase letter; small letter
||小＊＊||で書かれてます。
||小＊＊||で書いてあります。","こもじ,小文字","",Guess the term having 3 (Grade-1 level) Kanji or its reading(not strictly same reading as one in the example),Text
"sudden rain from a blue sky; sun shower
「キツネの嫁入りですね」「はぁ？」「今日は81パーセントの確率で晴れますが、ところによっては||天＊＊||です」","てんきあめ,天気雨","",Guess the term having 3 (Grade-1 level) Kanji or its reading(not strictly same reading as one in the example),Text
"throughout Japan
||日＊＊||が興奮している。
そのニュースは||日＊＊||に広まった。
昔この習慣は||日＊＊||で普及していた。
志村けんさんの死は、||日＊＊||に衝撃を与えた。
トムは||日＊＊||を旅しました。
きのう私は||日＊＊||をサイクリング旅行している２人のアメリカ人に出会った。
||日＊＊||で格差社会の論議があるが、世界をみればこの程度の格差などたかが知れてる。","にほんじゅう,にっぽんじゅう,日本中","",Guess the term having 3 (Grade-1 level) Kanji or its reading(not strictly same reading as one in the example),Text
"two or three days;23 days; 23rd day of the month
||二＊＊||事実を隠しておこうよ。
桜の樹の下には屍体が埋まっている！ これは信じていいことなんだよ。何故って、桜の花があんなにも見事に咲くなんて信じられないことじゃないか。俺はあの美しさが信じられないので、この||二＊＊||不安だった。しかしいま、やっとわかるときが来た。桜の樹の下には屍体が埋まっている。これは信じていいことだ。
ここ||二＊＊||は暖いです。","にじゅうさんにち,にさんにち,二三日","",Guess the term having 3 (Grade-1 level) Kanji or its reading(not strictly same reading as one in the example),Text
"twenty years
彼は||二＊＊||間教えている。
我々は||二＊＊||間絶えず連絡を取り合ってきた。
彼らは結婚して||二＊＊||になります。
彼らは結婚して||二＊＊||になる。
私は||二＊＊||前に生まれた。
私は彼女とは||二＊＊||以上の知り合いである。
彼は||二＊＊||間先生をしている。","はたとせ,二十年","",Guess the term having 3 (Grade-1 level) Kanji or its reading(not strictly same reading as one in the example),Text
"good scolding
主人に||大＊＊||を食った。
学校サボって遊んでたのが親にバレちゃってさ、||大＊＊||食らったよ。","おおめだま,大目玉","",Guess the term having 3 (Grade-1 level) Kanji or its reading(not strictly same reading as one in the example),Text
"early-summer rain
||五＊＊||を　あつめて早し　最上川","さみだれ,さつきあめ,五月雨","",Guess the term having 3 (Grade-1 level) Kanji or its reading(not strictly same reading as one in the example),Text
"Japan's best; number one in Japan
いくら器だけを||日＊＊||にしても、中身が三流やったらな～んの意味もないんちゃうの？
カズは||日＊＊||のサッカー選手と言われている。
そのビルは||日＊＊||高い建物です。
彼女は||日＊＊||周旅行をした。
10代のころ、自分探しの旅と称して自転車で||日＊＊||周に挑戦してみた。
富士山は||日＊＊||高い山です。
東京は、||日＊＊||大きい都市だが、２４時間目覚めている。","にっぽんいち,にほんいち,日本一","",Guess the term having 3 (Grade-1 level) Kanji or its reading(not strictly same reading as one in the example),Text
"jinrikisha; rickshaw
自分はいつも||人＊＊||と牛鍋とを、明治時代が西洋から輸入して作ったものの中で一番成功したものと信じている。","じんりきしゃ,人力車","",Guess the term having 3 (Grade-1 level) Kanji or its reading(not strictly same reading as one in the example),Text
"(boat) pilot
彼はその船の||水＊＊||を勤めた。","すいさきにん,みずさきにん,水先人","",Guess the term having 3 (Grade-1 level) Kanji or its reading(not strictly same reading as one in the example),Text
"college student; university student
||大＊＊||だよね？
||大＊＊||ですか。
彼は||大＊＊||です。
トムは||大＊＊||です。
トムって||大＊＊||？
||大＊＊||です。
私は||大＊＊||です。
俺は||大＊＊||ではないが||大＊＊||より頭いい。
姉は||大＊＊||です。
彼女は||大＊＊||です。","だいがくせい,大学生","",Guess the term having 3 (Grade-1 level) Kanji or its reading(not strictly same reading as one in the example),Text
"arts; humanities
彼は||人＊＊||の権威だ。
哲学の研究は||人＊＊||に属する。","じんぶんがく,人文学","",Guess the term having 3 (Grade-1 level) Kanji or its reading(not strictly same reading as one in the example),Text
"5 yen coin
どうして||五＊＊||と五十円玉の真ん中に穴があいているの？","ごえんだま,五円玉","",Guess the term having 3 (Grade-1 level) Kanji or its reading(not strictly same reading as one in the example),Text
