Question,Answer,Comment,Instruction,Render as
壬,"みずのえ","9th in rank;ninth sign of the Chinese calendar",Guess the Kunyomi,Image
奚,"なんぞ","something;what;why;how",Guess the Kunyomi,Image
妾,"わらわ","I;me",Guess the Kunyomi,Image
姑,"しゅうと","mother-in-law",Guess the Kunyomi,Image
姥,"うば","elderly woman;noh mask of an old woman",Guess the Kunyomi,Image
媼,"おうな","elderly woman",Guess the Kunyomi,Image
嫂,"あによめ","elder brother's wife;sister-in-law",Guess the Kunyomi,Image
嫗,"おうな","elderly woman",Guess the Kunyomi,Image
嬶,"かかあ,かか","wife,wife",Guess the Kunyomi,Image
孀,"やもめ","widow;divorced woman not remarried;unmarried woman",Guess the Kunyomi,Image
宍,"しし","flesh (esp. of an animal);meat",Guess the Kunyomi,Image
屁,"へ","fart;gas;wind;something worthless;something not worth considering;crap",Guess the Kunyomi,Image
𡱖,"つび","female genitalia;vulva",Guess the Kunyomi,Image
岫,"くき","cave;cavern;peak;summit",Guess the Kunyomi,Image
巌,"いわお","huge rock;massive boulder",Guess the Kunyomi,Image
巫,"かんなぎ","medium;diviner;shaman;oracle",Guess the Kunyomi,Image
巽,"たつみ","southeast",Guess the Kunyomi,Image
帷,"とばり","curtain;hanging;bunting",Guess the Kunyomi,Image
幄,"とばり","curtain;hanging;bunting",Guess the Kunyomi,Image
幌,"ほろ,とばり","canopy (esp. the cloth or canvas used for it);awning;top (of a convertible);hood;helmet cape;cloth covering one's back to protect against arrows during battle,curtain;hanging;bunting",Guess the Kunyomi,Image
庇,"ひさし","awning (over a window, doorway, etc.);eaves (of a roof);narrow aisle surrounding the core of a temple building;visor (of a cap);brim;peak;classic Japanese women's low pompadour hairstyle",Guess the Kunyomi,Image
庵,"いお","hermitage;retreat",Guess the Kunyomi,Image
廂,"ひさし","awning (over a window, doorway, etc.);eaves (of a roof);narrow aisle surrounding the core of a temple building;visor (of a cap);brim;peak;classic Japanese women's low pompadour hairstyle",Guess the Kunyomi,Image
廓,"くるわ","district;quarter;enclosure;area enclosed by earthwork;red-light district;wide and empty",Guess the Kunyomi,Image
廚,"くりや","kitchen",Guess the Kunyomi,Image
廟,"たまや","mausoleum;(temporary) resting place of a corpse",Guess the Kunyomi,Image
廬,"いお","hermitage;retreat",Guess the Kunyomi,Image
弍,"ふた","two;2",Guess the Kunyomi,Image
弩,"いしゆみ","crossbow (incl. large models operated by a number of people);netted apparatus atop a wall containing large stones, which were dropped onto attackers by cutting the net;slingshot;catapult",Guess the Kunyomi,Image
彦,"ひこ","boy",Guess the Kunyomi,Image
忰,"せがれ","son;punk;brat;penis",Guess the Kunyomi,Image
悉,"ことごと","everything",Guess the Kunyomi,Image
悴,"せがれ","son;punk;brat;penis",Guess the Kunyomi,Image
戊,"つちのえ","5th in rank;fifth sign of the Chinese calendar",Guess the Kunyomi,Image
擅,"ほしいまま","selfish;self-indulgent;arbitrary",Guess the Kunyomi,Image
攩,"たも","hand net;dip net;scoop net",Guess the Kunyomi,Image
旁,"かたがた","incidentally;at the same time",Guess the Kunyomi,Image
旭,"あさひ","McIntosh (apple);McIntosh red",Guess the Kunyomi,Image
晒,"さらし","bleaching;soaking;bleached cotton (esp. wrapped around the torso);doxxing;doxing;making someone's private information public without permission;public humiliation (Edo-period punishment)",Guess the Kunyomi,Image
暈,"かさ","halo (around the Sun, Moon, etc.);ring;corona",Guess the Kunyomi,Image
朧,"おぼろ","hazy;dim;faint;vague;minced fish or meat that is seasoned and fried",Guess the Kunyomi,Image
朮,"おけら","Atractylodes japonica",Guess the Kunyomi,Image
李,"すもも","Japanese plum (Prunus salicina);Chinese plum",Guess the Kunyomi,Image
杓,"ひしゃく","ladle;dipper;scoop",Guess the Kunyomi,Image
杪,"こずえ","treetop;tip of a branch",Guess the Kunyomi,Image
杮,"こけら","chopped wood;wood chips;thin shingles",Guess the Kunyomi,Image
杼,"ひ","shuttle (of a loom)",Guess the Kunyomi,Image
枳,"からたち","trifoliate orange (Poncirus trifoliata);hardy orange",Guess the Kunyomi,Image
枷,"かせ","shackles;fetters;irons;handcuffs;restraint;constraint;bonds (e.g. family);ties;binding relationship;binding relationships;encumbrance",Guess the Kunyomi,Image
枹,"ばち","plectrum (for a shamisen, biwa, etc.);pick;drumstick (for taiko);mallet (for a gong);beater",Guess the Kunyomi,Image
柩,"ひつぎ","coffin;casket",Guess the Kunyomi,Image
柯,"ふる","handle of an axe;handle of a hatchet",Guess the Kunyomi,Image
柰,"からなし","Chinese quince (Pseudocydonia sinensis)",Guess the Kunyomi,Image
柾,"まさき","Japanese spindletree (Euonymus japonicus)",Guess the Kunyomi,Image
栂,"とが,つが","southern Japanese hemlock (species of conifer native to Japan, Tsuga sieboldii),southern Japanese hemlock (species of conifer native to Japan, Tsuga sieboldii)",Guess the Kunyomi,Image
栞,"しおり","bookmark;guidebook",Guess the Kunyomi,Image
栲,"たえ","cloth (esp. cloth made from fibers of the paper mulberry tree)",Guess the Kunyomi,Image
框,"かまち","door frame;window frame;frame sections of the door or window that provide most of its structural integrity",Guess the Kunyomi,Image
桛,"かせ","hank;skein;reel;reeled thread",Guess the Kunyomi,Image
桧,"ひのき","hinoki cypress (Chamaecyparis obtusa);Japanese cypress",Guess the Kunyomi,Image
桴,"いかだ,ばち","raft;forearm protector;skewered baby-eel kabayaki,plectrum (for a shamisen, biwa, etc.);pick;drumstick (for taiko);mallet (for a gong);beater",Guess the Kunyomi,Image
梁,"やな,うつばり,うちばり","(fish) weir;fish trap,(roof) beam,(roof) beam",Guess the Kunyomi,Image
梃,"てこ","lever;agent (causing something to happen);instrument;force;assistant;helper",Guess the Kunyomi,Image
梏,"てかせ","handcuffs",Guess the Kunyomi,Image
梔,"くちなし","Cape jasmine (Gardenia jasminoides);Cape jessamine;gardenia",Guess the Kunyomi,Image
梛,"なぎ","nagi (species of conifer, Nageia nagi)",Guess the Kunyomi,Image
梟,"ふくろう","owl (esp. the Ural owl, Strix uralensis)",Guess the Kunyomi,Image
梢,"こずえ","treetop;tip of a branch",Guess the Kunyomi,Image
梣,"とねりこ","Japanese ash (Fraxinus japonica)",Guess the Kunyomi,Image
梭,"ひ","shuttle (of a loom)",Guess the Kunyomi,Image
梱,"こうり,こり","wicker trunk;wicker luggage,wrapped package;bale;wicker trunk;wicker luggage",Guess the Kunyomi,Image
梶,"かじ","paper mulberry (Broussonetia papyrifera)",Guess the Kunyomi,Image
棗,"なつめ","jujube (Ziziphus jujube);Chinese date;red date;small tea caddy (tea ceremony)",Guess the Kunyomi,Image
棘,"いばら","thorny shrub;wild rose;briar;thorn;cusp",Guess the Kunyomi,Image
椋,"むく","Aphananthe oriental elm (Aphananthe aspera);mukutree",Guess the Kunyomi,Image
椒,"はじかみ","ginger (Zingiber officinale);Japanese pepper (Zanthoxylum piperitum)",Guess the Kunyomi,Image
椚,"くぬぎ","sawtooth oak (Quercus acutissima)",Guess the Kunyomi,Image
椢,"くぬぎ","sawtooth oak (Quercus acutissima)",Guess the Kunyomi,Image
椹,"さわら","sawara cypress (Chamaecyparis pisifera)",Guess the Kunyomi,Image
椽,"たるき","rafter",Guess the Kunyomi,Image
楓,"かえで","maple (Acer spp.);maple tree",Guess the Kunyomi,Image
楔,"くさび","wedge;chock;linchpin;lynchpin;tie;bond",Guess the Kunyomi,Image
楚,"すわえ,しもと","switch (long, slender shoot of a tree);switch (cane used for flogging),scourge;whip;switch",Guess the Kunyomi,Image
楝,"おうち","chinaberry;Japanese bead tree (Melia azedarach);light purple outside, green inside;purple outside, light purple inside;type of garment layering color scheme, worn in April and May",Guess the Kunyomi,Image
楠,"くす,くすのき","camphor tree (Cinnamomum camphora);camphorwood;camphor laurel,camphor tree (Cinnamomum camphora);camphorwood;camphor laurel",Guess the Kunyomi,Image
楡,"にれ","elm tree (esp. the Japanese elm, Ulmus davidiana var. japonica)",Guess the Kunyomi,Image
楢,"なら","oak (esp. Quercus serrata)",Guess the Kunyomi,Image
楮,"こうぞ","hybrid mulberry tree used to make Japanese paper (Broussonetia kazinoki x papyrifera)",Guess the Kunyomi,Image
楸,"きささげ,ひさぎ","yellow catalpa (Catalpa ovata);Chinese catalpa,yellow catalpa (Catalpa ovata);Chinese catalpa;Japanese mallotus (Mallotus japonicus)",Guess the Kunyomi,Image
楾,"はんぞう","teapot-like object made typically of lacquerware and used to pour hot and cold liquids;basin of water with two handles on either side used for washing one's face or hands",Guess the Kunyomi,Image
榎,"えのき","Japanese hackberry (Celtis sinensis var. japonica);Chinese nettle tree;enoki mushroom (Flammulina velutipes);winter mushroom;velvet shank;enokitake;enokidake",Guess the Kunyomi,Image
榕,"あこう","Japanese sea fig (Ficus superba var. japonica)",Guess the Kunyomi,Image
榛,"はしばみ,はり","Asian hazel (Corylus heterophylla var. thunbergii);Siberian hazel,Japanese alder (Alnus japonica)",Guess the Kunyomi,Image
榧,"かや","kaya (Torreya nucifera);Japanese nutmeg tree",Guess the Kunyomi,Image
榱,"たるき","rafter",Guess the Kunyomi,Image
榾,"ほた","kindling;small bits of scrap wood used to fuel a stove",Guess the Kunyomi,Image
槐,"えんじゅ","Japanese pagoda tree (Sophora japonica)",Guess the Kunyomi,Image
槙,"まき","yew plum pine (Podocarpus macrophyllus)",Guess the Kunyomi,Image
樺,"かんば","birch (esp. Japanese white birch)",Guess the Kunyomi,Image
槻,"つき","Japanese zelkova (Zelkova serrata)",Guess the Kunyomi,Image
槿,"むくげ","rose of Sharon (Hibiscus syriacus);Korean rose",Guess the Kunyomi,Image
樋,"ひ","trough;gutter;water pipe;flume;chute;coulisse (of a sword blade)",Guess the Kunyomi,Image
樏,"かんじき","snowshoes",Guess the Kunyomi,Image
樒,"しきみ","Japanese star anise (Illicium anisatum)",Guess the Kunyomi,Image
樗,"おうち","chinaberry;Japanese bead tree (Melia azedarach);light purple outside, green inside;purple outside, light purple inside;type of garment layering color scheme, worn in April and May",Guess the Kunyomi,Image
樟,"くす","camphor tree (Cinnamomum camphora);camphorwood;camphor laurel",Guess the Kunyomi,Image
樵,"きこり","woodcutter;lumberjack;logger",Guess the Kunyomi,Image
樸,"こはだ","bark (of a tree)",Guess the Kunyomi,Image
橅,"ぶな","Japanese beech (Fagus crenata);Siebold's beech",Guess the Kunyomi,Image
橇,"そり,かんじき","sleigh;sled;sledge,snowshoes",Guess the Kunyomi,Image
橙,"だいだい","bitter orange (Citrus aurantium);sour orange;Seville orange;orange (color, colour)",Guess the Kunyomi,Image
橡,"とち,くぬぎ","Japanese horse chestnut (Aesculus turbinata),sawtooth oak (Quercus acutissima)",Guess the Kunyomi,Image
檜,"ひ,ひのき","hinoki cypress (Chamaecyparis obtusa);Japanese cypress,hinoki cypress (Chamaecyparis obtusa);Japanese cypress",Guess the Kunyomi,Image
檣,"ほばしら","mast",Guess the Kunyomi,Image
櫃,"ひつ","chest;coffer;rice tub;lidded round, wooden container for cooked rice",Guess the Kunyomi,Image
櫟,"くぬぎ","sawtooth oak (Quercus acutissima)",Guess the Kunyomi,Image
櫪,"くぬぎ","sawtooth oak (Quercus acutissima)",Guess the Kunyomi,Image
欅,"けやき","Japanese zelkova (Zelkova serrata)",Guess the Kunyomi,Image
𣠽,"つか","hilt (of a sword);haft (of a dagger);handle;handgrip",Guess the Kunyomi,Image
殆,"ほとほと","quite;utterly;really;completely",Guess the Kunyomi,Image
毬,"いが,まり","burr (e.g. chestnut);bur;cupule;case,ball (for sport, games, etc.);kemari;type of football played by courtiers in ancient Japan",Guess the Kunyomi,Image
毳,"むくげ,けば","shaggy hair (of an animal);downy hair;fluff,fluff;fuzz;nap;hachures;hatching",Guess the Kunyomi,Image
汀,"みぎわ","water's edge;shore;waterside",Guess the Kunyomi,Image
汝,"なんじ,しゃ,いまし,し,なれ,みまし,い,な,なむち,まし","thou;you,you,you,that;you;oneself;themself,you,you,you,I;you,you,you",Guess the Kunyomi,Image
浬,"かいり","nautical mile",Guess the Kunyomi,Image
淦,"あか","bilge water",Guess the Kunyomi,Image
湫,"くて,くで","wetland;marsh,wetland;marsh",Guess the Kunyomi,Image
滓,"かす","dregs;sediment;grounds;meal;lees (esp. sake);leftovers;by-product;worthless item;junk;dregs (e.g. of society);scum;dross;1-point card",Guess the Kunyomi,Image
漣,"さざなみ","ripple (on water);wavelets;ripple (e.g. of uneasiness);unrest;disturbance",Guess the Kunyomi,Image
澪,"みお","waterway;channel;wake (of a ship)",Guess the Kunyomi,Image
澱,"よどみ,おり","stagnation;deposit;sediment;backwater;faltering;hesitation;pause,dregs;lees;grounds;sediment",Guess the Kunyomi,Image
瀞,"とろ","pool (in a river)",Guess the Kunyomi,Image
灸,"やいと","moxibustion",Guess the Kunyomi,Image
煤,"すす","soot",Guess the Kunyomi,Image
熨,"のし","noshi;long thin strip of dried abalone in folded patterned paper, attached to a gift",Guess the Kunyomi,Image
燕,"つばくろ,つばくら","swallow (bird of the Hirundinidae family);martin;barn swallow (Hirundo rustica);younger man involved with an older woman;boy toy,swallow (bird of the Hirundinidae family);martin;barn swallow (Hirundo rustica);younger man involved with an older woman;boy toy",Guess the Kunyomi,Image
燠,"おき","embers;live charcoal",Guess the Kunyomi,Image
燧,"ひきり","hand drilling (to start a fire);hand drill;rubbing sticks to make a fire",Guess the Kunyomi,Image
燭,"ともしび","light;lamp;torch",Guess the Kunyomi,Image
爺,"じい,じじい","old man;old geezer,old man;old geezer",Guess the Kunyomi,Image
爾,"おれ,なんじ,しか","you,thou;you,like that;as such;yeah;uh-huh",Guess the Kunyomi,Image
牝,"め,めん","female;smaller (of the two);weaker;woman;wife,female (animal, plant)",Guess the Kunyomi,Image
牡,"お,おん","male;manly;brave;heroic;larger (of the two);greater;man;husband,male (animal, plant)",Guess the Kunyomi,Image
犂,"すき","spade;plough;plow",Guess the Kunyomi,Image
狆,"ちん","Japanese spaniel;Pekinese;chin",Guess the Kunyomi,Image
狛,"こま","Goguryeo (ancient Korean kingdom;37 BCE-668 CE);Korean;introduced from Goryeo",Guess the Kunyomi,Image
狢,"むじな","badger;raccoon dog (Nyctereutes procyonoides)",Guess the Kunyomi,Image
猪,"い","hog (esp. a wild boar, but also including the domesticated pig)",Guess the Kunyomi,Image
猯,"まみ","badger;raccoon dog (Nyctereutes procyonoides)",Guess the Kunyomi,Image
獐,"のろ","roe deer (Capreolus capreolus);European roe",Guess the Kunyomi,Image
獺,"うそ,かわうそ","otter (Lutra lutra);Japanese river otter (Lutra lutra whiteleyi),otter (Lutra lutra);Japanese river otter (Lutra lutra whiteleyi)",Guess the Kunyomi,Image
璞,"あらたま","unpolished and uncut gem",Guess the Kunyomi,Image
瓠,"ひさご","gourd;calabash;bottle gourd;dried gourd, used as flask",Guess the Kunyomi,Image
瓢,"ふくべ,ひさご","Lagenaria siceraria var. gourda (variety of bottle gourd);gourd (container) made from its fruit;Lagenaria siceraria var. depressa (variety of bottle gourd),gourd;calabash;bottle gourd;dried gourd, used as flask",Guess the Kunyomi,Image
瓮,"もたい","earthenware vessel for alcoholic beverages, etc.",Guess the Kunyomi,Image
甍,"いらか","roof tile;tiled roof;objects crowded together (e.g. houses)",Guess the Kunyomi,Image
甑,"こしき","steaming basket (traditionally clay or wood);steaming vat (for steaming rice in sake production)",Guess the Kunyomi,Image
甕,"みか","large earthenware pot (for brewing sake)",Guess the Kunyomi,Image
畚,"もっこ,ふご","implement for carrying heavy loads, generally made of bamboo and woven grass or rope,implement for carrying heavy loads, generally made of bamboo and woven grass or rope",Guess the Kunyomi,Image
畠,"はた","field (for growing wheat, fruit, vegetables, etc.);cultivated land;vegetable plot;kitchen garden;plantation;field (of specialization);sphere;area;line;womb;birth;birthplace",Guess the Kunyomi,Image
畷,"なわて","footpath between rice fields",Guess the Kunyomi,Image
疣,"いぼ","wart",Guess the Kunyomi,Image
痂,"かさぶた","scab;crust",Guess the Kunyomi,Image
瘡,"かさ","pustule;scab;syphilis;pox",Guess the Kunyomi,Image
瘧,"おこり","ague;intermittent fever;the shakes;malarial fever (old name)",Guess the Kunyomi,Image
癜,"なまず","tinea versicolor",Guess the Kunyomi,Image
癪,"しゃく","annoyance;irritation;vexation;abdominal spasms;convulsions;cramps",Guess the Kunyomi,Image
癸,"みずのと","10th in rank;tenth sign of the Chinese calendar",Guess the Kunyomi,Image
皸,"ひび,あかぎれ","chaps (in the skin);cracks,chaps (in the skin);cracks",Guess the Kunyomi,Image
皹,"あかぎれ,ひび","chaps (in the skin);cracks,chaps (in the skin);cracks",Guess the Kunyomi,Image
皺,"しぼ","bumpy texture of a material (esp. woven fabric);creases in an eboshi hat",Guess the Kunyomi,Image
盥,"たらい","tub;washbasin;washbowl",Guess the Kunyomi,Image
眇,"すがめ","squint eye;cross-eye;strabismus",Guess the Kunyomi,Image
眥,"まなじり","corner of the eye",Guess the Kunyomi,Image
眦,"まなじり","corner of the eye",Guess the Kunyomi,Image
睫,"まつげ","eyelashes",Guess the Kunyomi,Image
矩,"かね","carpenter's square;upside-down and mirrored L-shape (used in traditional shop logos combined with another character);perpendicularity;straightness;model;standard",Guess the Kunyomi,Image
砌,"みぎり","time;age;chance;moment;occasion",Guess the Kunyomi,Image
砥,"と","whetstone;grindstone",Guess the Kunyomi,Image
砧,"きぬた","fulling block;wooden or stone block for beating cloth",Guess the Kunyomi,Image
砭,"いしばり","stone needle used in Chinese acupuncture",Guess the Kunyomi,Image
磔,"はりつけ","execution by tying a victim to a post and stabbing with spears;crucifixion",Guess the Kunyomi,Image
祠,"ほこら","hokora;small wayside shrine",Guess the Kunyomi,Image
禊,"みそぎ","purification ceremony (performed with water);ritual purification;ablutions",Guess the Kunyomi,Image
禿,"かむろ","children's hairstyle of short untied hair;child with short untied hair;young girl working as a servant for a high-class prostitute (Edo period);baldness;bald head",Guess the Kunyomi,Image
秕,"しいな","empty grain husk;immature ear (e.g. wheat);hollow object;unripe fruit",Guess the Kunyomi,Image
秣,"まぐさ","fodder",Guess the Kunyomi,Image
稗,"ひえ","barnyard millet (Echinochloa esculenta);Japanese millet;sanwa millet",Guess the Kunyomi,Image
稷,"きび","(common) millet (Panicum miliaceum);proso millet",Guess the Kunyomi,Image
窖,"あなぐら","cellar;cave;hole in the ground",Guess the Kunyomi,Image
窪,"くぼ","hollow;cavity;sunken place;vagina;female genitalia",Guess the Kunyomi,Image
竃,"かまど,へっつい","kamado;traditional Japanese wood or charcoal-fueled cook stove,kamado;traditional Japanese wood or charcoal-fueled cook stove",Guess the Kunyomi,Image
竏,"キロリットル","kilolitre;kiloliter",Guess the Kunyomi,Image
笄,"こうがい","hairpin",Guess the Kunyomi,Image
笊,"ざる","draining basket (traditionally made of bamboo);colander;strainer;sieve;something full of holes;zaru soba;strong drinker;someone who can drink like a fish",Guess the Kunyomi,Image
笏,"しゃく","shaku;flat wooden or ivory baton carried in the right hand when in ceremonial imperial or Shinto garb",Guess the Kunyomi,Image
笞,"しもと,むち","scourge;whip;switch,whip;lash;scourge;stick;cane;rod;pointer",Guess the Kunyomi,Image
笟,"たが","hoop (of a barrel, bucket, etc.)",Guess the Kunyomi,Image
笥,"け","container (esp. for food)",Guess the Kunyomi,Image
笳,"あしぶえ","reed pipe;reed flute",Guess the Kunyomi,Image
筌,"うえ,うけ","cylindrical bamboo fishing basket,cylindrical bamboo fishing basket",Guess the Kunyomi,Image
筍,"たかんな","bamboo shoot;inexperienced doctor;quack",Guess the Kunyomi,Image
筏,"いかだ","raft;forearm protector;skewered baby-eel kabayaki",Guess the Kunyomi,Image
筐,"かたみ","fine-meshed bamboo basket",Guess the Kunyomi,Image
筬,"おさ","reed (in a loom);yarn guide",Guess the Kunyomi,Image
筧,"かけひ","open water pipe;conduit",Guess the Kunyomi,Image
筮,"めどぎ","divination sticks",Guess the Kunyomi,Image
筵,"むしろ","woven mat (esp. one made of straw);seat",Guess the Kunyomi,Image
筺,"かたみ","fine-meshed bamboo basket",Guess the Kunyomi,Image
箆,"へら,の","spatula;(fabric) tracing spatula;(pottery) pallet;(artificially cultured) Japanese crucian carp,shaft (of an arrow);arrow bamboo (Pseudosasa japonica)",Guess the Kunyomi,Image
箍,"たが","hoop (of a barrel, bucket, etc.)",Guess the Kunyomi,Image
箕,"み","winnow;winnowing basket;winnowing fan",Guess the Kunyomi,Image
箙,"えびら","quiver (of arrows)",Guess the Kunyomi,Image
篁,"たかむら","bamboo grove",Guess the Kunyomi,Image
篝,"かがり","iron basket for torches;cresset;brazier;bonfire",Guess the Kunyomi,Image
篠,"すず,しの","Sasamorpha borealis (species of bamboo grass unique to Japan);shoots of this plant,thin-culmed dwarf bamboo (growing in clusters);Japanese transverse bamboo flute (high-pitched;usu. with seven holes);sliver (strand of loose fibers)",Guess the Kunyomi,Image
篦,"の,へら","shaft (of an arrow);arrow bamboo (Pseudosasa japonica),spatula;(fabric) tracing spatula;(pottery) pallet;(artificially cultured) Japanese crucian carp",Guess the Kunyomi,Image
篶,"すず","Sasamorpha borealis (species of bamboo grass unique to Japan);shoots of this plant",Guess the Kunyomi,Image
篷,"とま","woven mat (of sedge, hay, etc.)",Guess the Kunyomi,Image
簀,"す","mat (made of pieces of split bamboo or reeds tied together)",Guess the Kunyomi,Image
簎,"やす","fish spear;leister;lance;trident",Guess the Kunyomi,Image
簓,"ささら","bamboo whisk",Guess the Kunyomi,Image
簗,"やな","(fish) weir;fish trap",Guess the Kunyomi,Image
簟,"たかむしろ","bamboo mat",Guess the Kunyomi,Image
簧,"した","reed (of a musical instrument)",Guess the Kunyomi,Image
簪,"かんざし","ornamental hairpin",Guess the Kunyomi,Image
簾,"す,すだれ","bamboo screen;rattan blind;bamboo mat (for rolling sushi),bamboo screen;rattan blind;bamboo mat (for rolling sushi)",Guess the Kunyomi,Image
籡,"しんし","temple (on a loom);tenter",Guess the Kunyomi,Image
籬,"まがき","roughly woven fence",Guess the Kunyomi,Image
籵,"デカメートル","decametre;decameter;dekametre;dekameter",Guess the Kunyomi,Image
粃,"しいな","empty grain husk;immature ear (e.g. wheat);hollow object;unripe fruit",Guess the Kunyomi,Image
粕,"かす","dregs;sediment;grounds;meal;lees (esp. sake);leftovers;by-product;worthless item;junk;dregs (e.g. of society);scum;dross;1-point card",Guess the Kunyomi,Image
粥,"かい","thin rice porridge;watery cooked rice;rice gruel;congee;breakfast (in Zen temples)",Guess the Kunyomi,Image
粮,"かて","food;provisions;nourishment (mental, spiritual, etc.);sustenance (e.g. of one's life);source of encouragement",Guess the Kunyomi,Image
粳,"うるち","nonglutinous grain (not sticky enough to make mochi rice cakes)",Guess the Kunyomi,Image
粽,"ちまき","rice cake wrapped in bamboo leaves",Guess the Kunyomi,Image
糒,"ほしい,ほしいい","dried boiled rice used mainly as provisions of samurai troops and travelers (travellers),dried boiled rice used mainly as provisions of samurai troops and travelers (travellers)",Guess the Kunyomi,Image
糕,"こなもち","round dumpling (made of rice flour, etc.)",Guess the Kunyomi,Image
絣,"かすり","splash pattern (e.g. on a kimono);dye pattern;kasuri",Guess the Kunyomi,Image
綛,"かせ","hank;skein;reel;reeled thread",Guess the Kunyomi,Image
綟,"もじ","hemp yarn or linen thread woven into a coarse cloth used for mosquito nets, summer clothes, etc.",Guess the Kunyomi,Image
綾,"あや","figure;twill weave;pattern of diagonal stripes;style (of writing);figure (of speech);design;plot;plan;minor market fluctuation;technical correction;cat's cradle;lease rod (in a loom)",Guess the Kunyomi,Image
緡,"さし","slender rope that goes through the hole in a coin;string of coins (usu. 100 mon)",Guess the Kunyomi,Image
縹,"はなだ","light indigo",Guess the Kunyomi,Image
纏,"まとい","battle standard decorated with hanging strips of paper or leather;fireman's standard (Edo period)",Guess the Kunyomi,Image
纔,"ひたた","just a tiny bit",Guess the Kunyomi,Image
纛,"おにがしら","decorative black flagpole tassel made from tail hair (of a yak, horse, ox, etc.) or dyed hemp",Guess the Kunyomi,Image
纜,"ともづな","stern line;mooring line",Guess the Kunyomi,Image
罐,"かま","boiler",Guess the Kunyomi,Image
羆,"ひぐま,しぐま","brown bear (Ursus arctos),brown bear (Ursus arctos)",Guess the Kunyomi,Image
羈,"おもがい","headstall;headgear",Guess the Kunyomi,Image
羹,"あつもの","broth made of fish and vegetables",Guess the Kunyomi,Image
翅,"はね","wing (of an insect)",Guess the Kunyomi,Image
